iteration	window_type	wind_start_ts	wind_end_ts	wind_duration_ns	kernel_before_bytes	kernel_after_bytes
10	dp-pp	6927254219315115	6927254265109919	45794804	54534144	33554432
10	pp-dp	6927261622436356	6927262848214927	1225778571	33554432	525336576
10	dp-pp	6927264953171049	6927265067907095	114736046	4	4
10	pp-dp	6927265067916695	6927265083549297	15632602	4	131334144
11	dp-pp	6927266533884298	6927266585580407	51696109	54534144	33554432
11	pp-dp	6927274157090785	6927275379962439	1222871654	33554432	525336576
11	dp-pp	6927277436968394	6927277520714276	83745882	4	4
11	pp-dp	6927277520723844	6927277536322334	15598490	4	131334144
12	dp-pp	6927278995945939	6927279041423528	45477589	54534144	33554432
12	pp-dp	6927286609990851	6927287834790669	1224799818	33554432	525336576
12	dp-pp	6927289935171038	6927289959634815	24463777	4	4
12	pp-dp	6927289959644127	6927289975193786	15549659	4	131334144
13	dp-pp	6927291408339640	6927291477941397	69601757	54534144	33554432
13	pp-dp	6927298598362644	6927299983768565	1385405921	33554432	525336576
13	dp-pp	6927302098909298	6927302127365111	28455813	4	4
13	pp-dp	6927302127374487	6927302143027312	15652825	4	131334144
14	dp-pp	6927303595366254	6927303652500783	57134529	54534144	33554432
14	pp-dp	6927310975965621	6927312320263261	1344297640	33554432	525336576
14	dp-pp	6927314434512010	6927314435290660	778650	4	4
14	pp-dp	6927314435310468	6927314468751267	33440799	4	131334144
15	dp-pp	6927315908671018	6927315954146232	45475214	54534144	33554432
15	pp-dp	6927323161617668	6927324560025950	1398408282	33554432	525336576
15	dp-pp	6927326696306790	6927326767432239	71125449	4	4
15	pp-dp	6927326767442063	6927326782995784	15553721	4	131334144
16	dp-pp	6927328222630578	6927328299085656	76455078	54534144	33554432
16	pp-dp	6927335829912132	6927337186547775	1356635643	33554432	525336576
16	dp-pp	6927339335032396	6927339335881767	849371	4	4
16	pp-dp	6927339335901639	6927339384030186	48128547	4	131334144
17	dp-pp	6927340841079383	6927340886454637	45375254	54534144	33554432
17	pp-dp	6927348386410483	6927349765117363	1378706880	33554432	525336576
17	dp-pp	6927351839325520	6927351840089579	764059	4	4
17	pp-dp	6927351840122826	6927351878153392	38030566	4	131334144
18	dp-pp	6927353322844781	6927353368246275	45401494	54534144	33554432
18	pp-dp	6927360738755802	6927361997534539	1258778737	33554432	525336576
18	dp-pp	6927364069927783	6927364069960071	32288	4	4
18	pp-dp	6927364069969575	6927364107995570	38025995	4	131334144
19	dp-pp	6927365454618444	6927365568188672	113570228	54534144	33554432
19	pp-dp	6927372958212157	6927374179491142	1221278985	33554432	525336576
19	dp-pp	6927376230266449	6927376233316445	3049996	4	4
19	pp-dp	6927376233325981	6927376247682846	14356865	4	4
