iteration	parallelism_type	start_ts	end_ts	duration_ns	kernel_name	collective_name	in_msg_nelems	group_desc	group_ranks	dtype
10	DP	6927252784234642	6927252925978475	141743833	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	65667072	mesh_dp_shard	[0, 4]	BFloat16
10	DP	6927252925981451	6927252986091954	60110503	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[0, 4]	BFloat16
10	DP	6927252986094225	6927253050369210	64274985	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[0, 4]	BFloat16
10	DP	6927253050371655	6927253134227804	83856149	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[0, 4]	BFloat16
10	DP	6927253134239485	6927253218189522	83950037	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[0, 4]	BFloat16
10	DP	6927253218192914	6927253300991719	82798805	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[0, 4]	BFloat16
10	DP	6927253300999079	6927253382860764	81861685	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[0, 4]	BFloat16
10	DP	6927253382865020	6927253460041005	77175985	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[0, 4]	BFloat16
10	DP	6927253460061421	6927253542186721	82125300	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[0, 4]	BFloat16
10	DP	6927253542193729	6927253622642901	80449172	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[0, 4]	BFloat16
10	DP	6927253622648213	6927253705632746	82984533	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[0, 4]	BFloat16
10	DP	6927253705635658	6927253785718557	80082899	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[0, 4]	BFloat16
10	DP	6927253785739613	6927253867069201	81329588	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[0, 4]	BFloat16
10	DP	6927253867076113	6927253947945157	80869044	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[0, 4]	BFloat16
10	DP	6927253948029189	6927254028824760	80795571	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[0, 4]	BFloat16
10	DP	6927254028833689	6927254107052362	78218673	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[0, 4]	BFloat16
