iteration	window_type	wind_start_ts	wind_end_ts	wind_duration_ns	kernel_before_bytes	kernel_after_bytes
10	dp-pp	6927254214539538	6927254265157731	50618193	54534144	33554432
10	pp-dp	6927261560248545	6927262848236340	1287987795	33554432	525336576
10	dp-pp	6927265067531749	6927265068328739	796990	4	4
10	pp-dp	6927265068350627	6927265111686313	43335686	4	131334144
11	dp-pp	6927266540040737	6927266585575846	45535109	54534144	33554432
11	pp-dp	6927274027011576	6927275379966499	1352954923	33554432	525336576
11	dp-pp	6927277520347288	6927277521126326	779038	4	4
11	pp-dp	6927277521149686	6927277558638864	37489178	4	131334144
12	dp-pp	6927278942739919	6927279041468533	98728614	54534144	33554432
12	pp-dp	6927286490767523	6927287834787091	1344019568	33554432	525336576
12	dp-pp	6927289959601007	6927289959632463	31456	4	4
12	pp-dp	6927289959652175	6927289996115145	36462970	4	131334144
13	dp-pp	6927291365609947	6927291477984416	112374469	54534144	33554432
13	pp-dp	6927298738711859	6927299983782661	1245070802	33554432	525336576
13	dp-pp	6927302127048985	6927302127752440	703455	4	4
13	pp-dp	6927302127773336	6927302172442390	44669054	4	131334144
14	dp-pp	6927303561140731	6927303652527089	91386358	54534144	33554432
14	pp-dp	6927311086787253	6927312320281584	1233494331	33554432	525336576
14	dp-pp	6927314338719681	6927314434884086	96164405	4	4
14	pp-dp	6927314434893526	6927314450795817	15902291	4	131334144
15	dp-pp	6927315886879535	6927315954209011	67329476	54534144	33554432
15	pp-dp	6927323332131477	6927324560006972	1227875495	33554432	525336576
15	dp-pp	6927326767137539	6927326767813761	676222	4	4
15	pp-dp	6927326767836225	6927326806938455	39102230	4	131334144
16	dp-pp	6927328253195317	6927328299130264	45934947	54534144	33554432
16	pp-dp	6927335828504276	6927337186557282	1358053006	33554432	525336576
16	dp-pp	6927339227056931	6927339335411677	108354746	4	4
16	pp-dp	6927339335420989	6927339351107155	15686166	4	131334144
17	dp-pp	6927340792446534	6927340886495047	94048513	54534144	33554432
17	pp-dp	6927348391265959	6927349765119109	1373853150	33554432	525336576
17	dp-pp	6927351788750135	6927351839680589	50930454	4	4
17	pp-dp	6927351839689837	6927351855422786	15732949	4	131334144
18	dp-pp	6927353296143402	6927353368254631	72111229	54534144	33554432
18	pp-dp	6927360769055348	6927361997558776	1228503428	33554432	525336576
18	dp-pp	6927364018832028	6927364069958737	51126709	4	4
18	pp-dp	6927364069968177	6927364085610961	15642784	4	131334144
19	dp-pp	6927365519346330	6927365568226838	48880508	54534144	33554432
19	pp-dp	6927372955756991	6927374179499967	1223742976	33554432	525336576
19	dp-pp	6927376188943482	6927376233314818	44371336	4	4
19	pp-dp	6927376233324290	6927376247776411	14452121	4	4
