Start (ns),End (ns),Duration (ns),DurChild (ns),DurNonChild (ns),Name,PID,TID,Lvl,NumChild,RangeId,ParentId,RangeStack,NameTree
11549233947,12062876552,513642605,0,513642605,NCCL:ncclCommInitRankConfig,563292,563292,0,0,3,,:3,NCCL:ncclCommInitRankConfig
11549244367,12062302383,513058016,0,513058016,NCCL:ncclCommInitRankConfig,563291,563291,0,0,4,,:4,NCCL:ncclCommInitRankConfig
11549399907,12062581492,513181585,0,513181585,NCCL:ncclCommInitRankConfig,563293,563293,0,0,6,,:6,NCCL:ncclCommInitRankConfig
11549431779,12062034044,512602265,0,512602265,NCCL:ncclCommInitRankConfig,563290,563290,0,0,8,,:8,NCCL:ncclCommInitRankConfig
12071213631,12292173101,220959470,0,220959470,NCCL:ncclBroadcast,563291,563291,0,0,9,,:9,NCCL:ncclBroadcast
12071255873,12283674109,212418236,0,212418236,NCCL:ncclBroadcast,563290,563290,0,0,10,,:10,NCCL:ncclBroadcast
12071971666,12284486028,212514362,0,212514362,NCCL:ncclBroadcast,563293,563293,0,0,11,,:11,NCCL:ncclBroadcast
12072251326,12284120091,211868765,0,211868765,NCCL:ncclBroadcast,563292,563292,0,0,12,,:12,NCCL:ncclBroadcast
22178992888,36330638674,14151645786,1722358898,12429286888,:pp_fw_bw,563292,563292,0,1100,15,,:15,:pp_fw_bw
22274382060,36328493739,14054111679,1715776132,12338335547,:pp_fw_bw,563293,563293,0,1100,16,,:16,:pp_fw_bw
22419235578,36324371594,13905136016,1633475461,12271660555,:pp_fw_bw,563291,563291,0,1100,17,,:17,:pp_fw_bw
22814967094,36324333761,13509366667,1703888635,11805478032,:pp_fw_bw,563290,563290,0,1100,18,,:18,:pp_fw_bw
25148828704,25433352604,284523900,0,284523900,NCCL:ncclCommInitRankConfig,563290,563290,1,0,19,18,:18:19,--NCCL:ncclCommInitRankConfig
25148914730,25391002094,242087364,0,242087364,NCCL:ncclCommInitRankConfig,563292,563292,1,0,20,15,:15:20,--NCCL:ncclCommInitRankConfig
25148975347,25421955101,272979754,0,272979754,NCCL:ncclCommInitRankConfig,563293,563293,1,0,21,16,:16:21,--NCCL:ncclCommInitRankConfig
25149374258,25433303990,283929732,0,283929732,NCCL:ncclCommInitRankConfig,563291,563291,1,0,22,17,:17:22,--NCCL:ncclCommInitRankConfig
25391648883,25391649765,882,0,882,NCCL:ncclGroupStart,563292,563292,1,0,23,15,:15:23,--NCCL:ncclGroupStart
25391663532,25391682939,19407,0,19407,NCCL:ncclRecv,563292,563292,1,0,24,15,:15:24,--NCCL:ncclRecv
25391684913,25438969787,47284874,0,47284874,NCCL:ncclGroupEnd,563292,563292,1,0,25,15,:15:25,--NCCL:ncclGroupEnd
25422102065,25422102756,691,0,691,NCCL:ncclGroupStart,563293,563293,1,0,27,16,:16:27,--NCCL:ncclGroupStart
25422113076,25422141130,28054,0,28054,NCCL:ncclRecv,563293,563293,1,0,28,16,:16:28,--NCCL:ncclRecv
25422142934,25488945190,66802256,0,66802256,NCCL:ncclGroupEnd,563293,563293,1,0,29,16,:16:29,--NCCL:ncclGroupEnd
25433496431,25433497273,842,0,842,NCCL:ncclGroupStart,563291,563291,1,0,30,17,:17:30,--NCCL:ncclGroupStart
25433510138,25433532712,22574,0,22574,NCCL:ncclRecv,563291,563291,1,0,31,17,:17:31,--NCCL:ncclRecv
25433524856,25433525418,562,0,562,NCCL:ncclGroupStart,563290,563290,1,0,32,18,:18:32,--NCCL:ncclGroupStart
25433534966,25433561397,26431,0,26431,NCCL:ncclRecv,563290,563290,1,0,33,18,:18:33,--NCCL:ncclRecv
25433536178,25478024469,44488291,0,44488291,NCCL:ncclGroupEnd,563291,563291,1,0,34,17,:17:34,--NCCL:ncclGroupEnd
25433562810,25502689066,69126256,0,69126256,NCCL:ncclGroupEnd,563290,563290,1,0,35,18,:18:35,--NCCL:ncclGroupEnd
25460583890,25460586124,2234,0,2234,NCCL:ncclGroupStart,563292,563292,1,0,39,15,:15:39,--NCCL:ncclGroupStart
25460587527,25460596354,8827,0,8827,NCCL:ncclRecv,563292,563292,1,0,40,15,:15:40,--NCCL:ncclRecv
25460596945,25460640229,43284,0,43284,NCCL:ncclGroupEnd,563292,563292,1,0,41,15,:15:41,--NCCL:ncclGroupEnd
25487560605,25487562037,1432,0,1432,NCCL:ncclGroupStart,563291,563291,1,0,42,17,:17:42,--NCCL:ncclGroupStart
25487563350,25487571205,7855,0,7855,NCCL:ncclRecv,563291,563291,1,0,43,17,:17:43,--NCCL:ncclRecv
25487571997,25487608598,36601,0,36601,NCCL:ncclGroupEnd,563291,563291,1,0,44,17,:17:44,--NCCL:ncclGroupEnd
25498580688,25498582582,1894,0,1894,NCCL:ncclGroupStart,563293,563293,1,0,45,16,:16:45,--NCCL:ncclGroupStart
25498584315,25498591949,7634,0,7634,NCCL:ncclRecv,563293,563293,1,0,46,16,:16:46,--NCCL:ncclRecv
25498592891,25498632137,39246,0,39246,NCCL:ncclGroupEnd,563293,563293,1,0,47,16,:16:47,--NCCL:ncclGroupEnd
25511153812,25511157419,3607,0,3607,NCCL:ncclGroupStart,563290,563290,1,0,48,18,:18:48,--NCCL:ncclGroupStart
25511159112,25511168560,9448,0,9448,NCCL:ncclRecv,563290,563290,1,0,49,18,:18:49,--NCCL:ncclRecv
25511169191,25511213187,43996,0,43996,NCCL:ncclGroupEnd,563290,563290,1,0,50,18,:18:50,--NCCL:ncclGroupEnd
25522810385,25857550623,334740238,0,334740238,NCCL:ncclCommInitRankConfig,563292,563292,1,0,51,15,:15:51,--NCCL:ncclCommInitRankConfig
25531989140,25905221393,373232253,0,373232253,NCCL:ncclCommInitRankConfig,563291,563291,1,0,52,17,:17:52,--NCCL:ncclCommInitRankConfig
25549836335,25864394848,314558513,0,314558513,NCCL:ncclCommInitRankConfig,563293,563293,1,0,53,16,:16:53,--NCCL:ncclCommInitRankConfig
25553337990,25920711232,367373242,0,367373242,NCCL:ncclCommInitRankConfig,563290,563290,1,0,54,18,:18:54,--NCCL:ncclCommInitRankConfig
25857664182,25944980085,87315903,0,87315903,NCCL:ncclAllGather,563292,563292,1,0,55,15,:15:55,--NCCL:ncclAllGather
25864508938,25950853925,86344987,0,86344987,NCCL:ncclAllGather,563293,563293,1,0,56,16,:16:56,--NCCL:ncclAllGather
25905361183,25968155876,62794693,0,62794693,NCCL:ncclAllGather,563291,563291,1,0,59,17,:17:59,--NCCL:ncclAllGather
