Start (ns),End (ns),Duration (ns),DurChild (ns),DurNonChild (ns),Name,PID,TID,Lvl,NumChild,RangeId,ParentId,RangeStack,NameTree
12093892606,12596271597,502378991,0,502378991,NCCL:ncclCommInitRankConfig,1114947,1114947,0,0,8,,:8,NCCL:ncclCommInitRankConfig
12603925253,12812565017,208639764,0,208639764,NCCL:ncclBroadcast,1114947,1114947,0,0,12,,:12,NCCL:ncclBroadcast
22462729978,40867390852,18404660874,4776008785,13628652089,:pp_fw_bw,1114947,1114947,0,1087,15,,:15,:pp_fw_bw
22490524942,23065148065,574623123,0,574623123,NCCL:ncclCommInitRankConfig,1114947,1114947,1,0,16,15.0,:15:16,--NCCL:ncclCommInitRankConfig
23065308235,23109562467,44254232,0,44254232,NCCL:ncclAllGather,1114947,1114947,1,0,21,15.0,:15:21,--NCCL:ncclAllGather
23873762191,24011636911,137874720,0,137874720,NCCL:ncclCommInitRankConfig,1114947,1114947,1,0,33,15.0,:15:33,--NCCL:ncclCommInitRankConfig
24014739619,24014743206,3587,0,3587,NCCL:ncclGroupStart,1114947,1114947,1,0,41,15.0,:15:41,--NCCL:ncclGroupStart
24014778183,24014821197,43014,0,43014,NCCL:ncclReduceScatter,1114947,1114947,1,0,42,15.0,:15:42,--NCCL:ncclReduceScatter
24014833430,24052372271,37538841,0,37538841,NCCL:ncclGroupEnd,1114947,1114947,1,0,43,15.0,:15:43,--NCCL:ncclGroupEnd
24056738862,24056955150,216288,0,216288,NCCL:ncclAllGather,1114947,1114947,1,0,47,15.0,:15:47,--NCCL:ncclAllGather
24180948865,24180956249,7384,0,7384,NCCL:ncclGroupStart,1114947,1114947,1,0,54,15.0,:15:54,--NCCL:ncclGroupStart
24180957402,24180963032,5630,0,5630,NCCL:ncclAllGather,1114947,1114947,1,0,55,15.0,:15:55,--NCCL:ncclAllGather
24180964045,24181001176,37131,0,37131,NCCL:ncclGroupEnd,1114947,1114947,1,0,56,15.0,:15:56,--NCCL:ncclGroupEnd
24474397481,24474410296,12815,0,12815,NCCL:ncclGroupStart,1114947,1114947,1,0,70,15.0,:15:70,--NCCL:ncclGroupStart
24474412300,24474419243,6943,0,6943,NCCL:ncclReduceScatter,1114947,1114947,1,0,73,15.0,:15:73,--NCCL:ncclReduceScatter
24474420015,24474453670,33655,0,33655,NCCL:ncclGroupEnd,1114947,1114947,1,0,74,15.0,:15:74,--NCCL:ncclGroupEnd
24477089645,24477090617,972,0,972,NCCL:ncclGroupStart,1114947,1114947,1,0,80,15.0,:15:80,--NCCL:ncclGroupStart
24477091539,24477095667,4128,0,4128,NCCL:ncclAllGather,1114947,1114947,1,0,82,15.0,:15:82,--NCCL:ncclAllGather
24477096188,24477125906,29718,0,29718,NCCL:ncclGroupEnd,1114947,1114947,1,0,83,15.0,:15:83,--NCCL:ncclGroupEnd
24504511798,24504514594,2796,0,2796,NCCL:ncclGroupStart,1114947,1114947,1,0,88,15.0,:15:88,--NCCL:ncclGroupStart
24504520144,24504528200,8056,0,8056,NCCL:ncclReduceScatter,1114947,1114947,1,0,90,15.0,:15:90,--NCCL:ncclReduceScatter
24504529232,24504567816,38584,0,38584,NCCL:ncclGroupEnd,1114947,1114947,1,0,91,15.0,:15:91,--NCCL:ncclGroupEnd
24505621664,24505683904,62240,0,62240,NCCL:ncclAllGather,1114947,1114947,1,0,100,15.0,:15:100,--NCCL:ncclAllGather
24509426780,24509428363,1583,0,1583,NCCL:ncclGroupStart,1114947,1114947,1,0,103,15.0,:15:103,--NCCL:ncclGroupStart
24509429785,24509436458,6673,0,6673,NCCL:ncclAllGather,1114947,1114947,1,0,104,15.0,:15:104,--NCCL:ncclAllGather
24509437440,24509477588,40148,0,40148,NCCL:ncclGroupEnd,1114947,1114947,1,0,105,15.0,:15:105,--NCCL:ncclGroupEnd
24513303574,24513309826,6252,0,6252,NCCL:ncclGroupStart,1114947,1114947,1,0,115,15.0,:15:115,--NCCL:ncclGroupStart
24513312923,24513318914,5991,0,5991,NCCL:ncclReduceScatter,1114947,1114947,1,0,116,15.0,:15:116,--NCCL:ncclReduceScatter
24513319896,24513364953,45057,0,45057,NCCL:ncclGroupEnd,1114947,1114947,1,0,117,15.0,:15:117,--NCCL:ncclGroupEnd
24514910461,24514912034,1573,0,1573,NCCL:ncclGroupStart,1114947,1114947,1,0,121,15.0,:15:121,--NCCL:ncclGroupStart
24514913006,24514918256,5250,0,5250,NCCL:ncclAllGather,1114947,1114947,1,0,122,15.0,:15:122,--NCCL:ncclAllGather
24514919037,24514948835,29798,0,29798,NCCL:ncclGroupEnd,1114947,1114947,1,0,123,15.0,:15:123,--NCCL:ncclGroupEnd
24516590028,24516605117,15089,0,15089,NCCL:ncclGroupStart,1114947,1114947,1,0,133,15.0,:15:133,--NCCL:ncclGroupStart
24516609646,24516614335,4689,0,4689,NCCL:ncclReduceScatter,1114947,1114947,1,0,134,15.0,:15:134,--NCCL:ncclReduceScatter
24516615176,24516649022,33846,0,33846,NCCL:ncclGroupEnd,1114947,1114947,1,0,135,15.0,:15:135,--NCCL:ncclGroupEnd
24518105357,24518157849,52492,0,52492,NCCL:ncclAllGather,1114947,1114947,1,0,142,15.0,:15:142,--NCCL:ncclAllGather
24521668275,24521670068,1793,0,1793,NCCL:ncclGroupStart,1114947,1114947,1,0,157,15.0,:15:157,--NCCL:ncclGroupStart
24521671321,24521675980,4659,0,4659,NCCL:ncclAllGather,1114947,1114947,1,0,158,15.0,:15:158,--NCCL:ncclAllGather
