iteration	parallelism_type	circuit_start_ts	circuit_end_ts	circuit_duration_ns	circuit_ranks	group_first_kernel_bytes	group_last_kernel_bytes
18	PP	6927364070817871	6927364072087340	1269469	[1, 5, 9, 13]	8	8
19	DP	6927364107930933	6927365454624427	1346693494	[1, 5]	1003880448	1003880448
19	PP	6927365568124035	6927365582350001	14225966	[1, 5, 9, 13]	67108864	67108864
19	DP	6927365583029328	6927366857947741	1274918413	[9, 13]	1003884544	1003884544
19	PP	6927368216145625	6927368231265284	15119659	[1, 5, 9, 13]	67108864	67108864
19	DP	6927370224004199	6927372951967704	2727963505	[9, 13]	4015538176	4015538176
19	PP	6927372952829183	6927372959592081	6762898	[1, 5, 9, 13]	67108864	67108864
19	DP	6927372963030318	6927376230208035	3267177717	[9, 13, 1, 5, 1, 5]	4015521800	4015521800
19	PP	6927376233609832	6927376235684694	2074862	[1, 5, 9, 13]	8	8
19	DP	6927376247962931	6927376251122322	3159391	[1, 5, 1, 5, 9, 13, 9, 13]	16	16
