iteration	parallelism_type	circuit_start_ts	circuit_end_ts	circuit_duration_ns	circuit_ranks	group_first_kernel_bytes	group_last_kernel_bytes
18	DP	6927360620752719	6927363955738720	3334986001	[11, 15, 3, 7, 3, 7]	4015521800	4015521800
18	PP	6927364070408635	6927364071502752	1094117	[3, 7, 11, 15]	8	8
19	DP	6927364086185338	6927365498304322	1412118984	[3, 7]	1003880448	1003880448
19	PP	6927365568039568	6927365581839065	13799497	[3, 7, 11, 15]	67108864	67108864
19	DP	6927365582512852	6927366851713024	1269200172	[11, 15]	1003884544	1003884544
19	PP	6927368215901809	6927368229635450	13733641	[3, 7, 11, 15]	67108864	67108864
19	DP	6927370223808260	6927372788400539	2564592279	[11, 15]	4015538176	4015538176
19	PP	6927372788543423	6927372796033354	7489931	[3, 7, 11, 15]	67108864	67108864
19	DP	6927372799327388	6927376114412771	3315085383	[11, 15, 3, 7, 3, 7]	4015521800	4015521800
19	PP	6927376233607827	6927376234423311	815484	[3, 7, 11, 15]	8	8
19	DP	6927376247960582	6927376250411698	2451116	[3, 7, 11, 15, 3, 7, 11, 15]	16	16
