iteration	parallelism_type	circuit_start_ts	circuit_end_ts	circuit_duration_ns	circuit_ranks	group_first_kernel_bytes	group_last_kernel_bytes
10	DP	6927252790145008	6927254214574679	1424429671	[2, 6]	1003880448	1003880448
10	PP	6927254265304969	6927254279904320	14599351	[2, 6, 10, 14]	67108864	67108864
10	DP	6927254280092765	6927255549891079	1269798314	[10, 14]	1003884544	1003884544
10	PP	6927256867762065	6927256881423966	13661901	[2, 6, 10, 14]	67108864	67108864
10	DP	6927258873415068	6927261551895544	2678480476	[10, 14]	4015538176	4015538176
10	PP	6927261552392823	6927261560275688	7882865	[2, 6, 10, 14]	67108864	67108864
10	DP	6927261563222004	6927265067558892	3504336888	[10, 14, 2, 6, 2, 6]	4015521800	4015521800
10	PP	6927265068355882	6927265069873490	1517608	[2, 6, 10, 14]	8	8
11	DP	6927265111654610	6927266540042858	1428388248	[2, 6]	1003880448	1003880448
11	PP	6927266585560532	6927266599753602	14193070	[2, 6, 10, 14]	67108864	67108864
11	DP	6927266600383015	6927267851333856	1250950841	[10, 14]	1003884544	1003884544
11	PP	6927269187128705	6927269201413201	14284496	[2, 6, 10, 14]	67108864	67108864
11	DP	6927271194232312	6927274019476791	2825244479	[10, 14]	4015538176	4015538176
11	PP	6927274019533390	6927274026979873	7446483	[2, 6, 10, 14]	67108864	67108864
11	DP	6927274030370582	6927277520315585	3489945003	[10, 14, 2, 6, 2, 6]	4015521800	4015521800
11	PP	6927277521094623	6927277522124077	1029454	[2, 6, 10, 14]	8	8
12	DP	6927277558596347	6927278942824963	1384228616	[2, 6]	1003880448	1003880448
12	PP	6927279041530059	6927279054638741	13108682	[2, 6, 10, 14]	67108864	67108864
12	DP	6927279055313554	6927280332854071	1277540517	[10, 14]	1003884544	1003884544
12	PP	6927281639928910	6927281654411147	14482237	[2, 6, 10, 14]	67108864	67108864
12	DP	6927283647503260	6927286483550163	2836046903	[10, 14]	4015538176	4015538176
12	PP	6927286483572281	6927286490725006	7152725	[2, 6, 10, 14]	67108864	67108864
12	DP	6927286494146100	6927289959561991	3465415891	[10, 14, 2, 6, 2, 6]	4015521800	4015521800
12	PP	6927289960434014	6927289961467259	1033245	[2, 6, 10, 14]	8	8
13	DP	6927289998263165	6927291365572557	1367309392	[2, 6]	1003880448	1003880448
13	PP	6927291477947026	6927291491848485	13901459	[2, 6, 10, 14]	67108864	67108864
13	DP	6927291493164966	6927292756699950	1263534984	[10, 14]	1003884544	1003884544
13	PP	6927294088653091	6927294103040155	14387064	[2, 6, 10, 14]	67108864	67108864
13	DP	6927296091191475	6927298734180328	2642988853	[10, 14]	4015538176	4015538176
13	PP	6927298734182599	6927298739060524	4877925	[2, 6, 10, 14]	67108864	67108864
13	DP	6927298742764629	6927302127011595	3384246966	[10, 14, 2, 6, 2, 6]	4015521800	4015521800
13	PP	6927302127789712	6927302129295519	1505807	[2, 6, 10, 14]	8	8
14	DP	6927302172411268	6927303561243040	1388831772	[2, 6]	1003880448	1003880448
14	PP	6927303652495967	6927303667308466	14812499	[2, 6, 10, 14]	67108864	67108864
14	DP	6927303667470032	6927304924247768	1256777736	[10, 14]	1003884544	1003884544
14	PP	6927306261050391	6927306276037875	14987484	[2, 6, 10, 14]	67108864	67108864
14	DP	6927308265624955	6927311080904676	2815279721	[10, 14]	4015538176	4015538176
14	PP	6927311081416931	6927311088354362	6937431	[2, 6, 10, 14]	67108864	67108864
14	DP	6927311091799975	6927314338688559	3246888584	[10, 14, 2, 6, 2, 6]	4015521800	4015521800
14	PP	6927314434852964	6927314436431713	1578749	[2, 6, 10, 14]	8	8
15	DP	6927314450784920	6927315886913627	1436128707	[2, 6]	1003880448	1003880448
15	PP	6927315954198114	6927315969030346	14832232	[2, 6, 10, 14]	67108864	67108864
15	DP	6927315969859528	6927317220010880	1250151352	[10, 14]	1003884544	1003884544
15	PP	6927318569905044	6927318583978177	14073133	[2, 6, 10, 14]	67108864	67108864
15	DP	6927320575480171	6927323327143428	2751663257	[10, 14]	4015538176	4015538176
15	PP	6927323327145092	6927323334491419	7346327	[2, 6, 10, 14]	67108864	67108864
15	DP	6927323337922695	6927326767126642	3429203947	[10, 14, 2, 6, 2, 6]	4015521800	4015521800
15	PP	6927326767920192	6927326768966861	1046669	[2, 6, 10, 14]	8	8
16	DP	6927326808815199	6927328253205299	1444390100	[2, 6]	1003880448	1003880448
16	PP	6927328299056869	6927328312791862	13734993	[2, 6, 10, 14]	67108864	67108864
16	DP	6927328313926036	6927329574360340	1260434304	[10, 14]	1003884544	1003884544
16	PP	6927330932830067	6927330947050562	14220495	[2, 6, 10, 14]	67108864	67108864
16	DP	6927332937370948	6927335821649455	2884278507	[10, 14]	4015538176	4015538176
16	PP	6927335821653455	6927335828430881	6777426	[2, 6, 10, 14]	67108864	67108864
16	DP	6927335832318126	6927339227001695	3394683569	[10, 14, 2, 6, 2, 6]	4015521800	4015521800
16	PP	6927339335338282	6927339337000422	1662140	[2, 6, 10, 14]	8	8
17	DP	6927339351082859	6927340792450247	1441367388	[2, 6]	1003880448	1003880448
17	PP	6927340886556802	6927340899518060	12961258	[2, 6, 10, 14]	67108864	67108864
17	DP	6927340900009517	6927342158637782	1258628265	[10, 14]	1003884544	1003884544
17	PP	6927343505544867	6927343519936065	14391198	[2, 6, 10, 14]	67108864	67108864
17	DP	6927345512689669	6927348383829166	2871139497	[10, 14]	4015538176	4015538176
17	PP	6927348384016489	6927348391241663	7225174	[2, 6, 10, 14]	67108864	67108864
17	DP	6927348394494575	6927351788725839	3394231264	[10, 14, 2, 6, 2, 6]	4015521800	4015521800
17	PP	6927351839656293	6927351840974851	1318558	[2, 6, 10, 14]	8	8
18	DP	6927351855373161	6927353296579256	1441206095	[2, 6]	1003880448	1003880448
18	PP	6927353368467159	6927353383299710	14832551	[2, 6, 10, 14]	67108864	67108864
18	DP	6927353384219031	6927354646775042	1262556011	[10, 14]	1003884544	1003884544
18	PP	6927355998209555	6927356012807456	14597901	[2, 6, 10, 14]	67108864	67108864
18	DP	6927358005813678	6927360764199702	2758386024	[10, 14]	4015538176	4015538176
18	PP	6927360764213590	6927360769191417	4977827	[2, 6, 10, 14]	67108864	67108864
18	DP	6927360772687395	6927364018782403	3246095008	[10, 14, 2, 6, 2, 6]	4015521800	4015521800
18	PP	6927364070409785	6927364072019638	1609853	[2, 6, 10, 14]	8	8
19	DP	6927364086012294	6927365519747663	1433735369	[2, 6]	1003880448	1003880448
19	PP	6927365568628171	6927365582154558	13526387	[2, 6, 10, 14]	67108864	67108864
19	DP	6927365582300751	6927366859641917	1277341166	[10, 14]	1003884544	1003884544
19	PP	6927368216184154	6927368230139774	13955620	[2, 6, 10, 14]	67108864	67108864
19	DP	6927370224024698	6927372947825048	2723800350	[10, 14]	4015538176	4015538176
19	PP	6927372948354083	6927372956158324	7804241	[2, 6, 10, 14]	67108864	67108864
19	DP	6927372959063669	6927376189344815	3230281146	[10, 14, 2, 6, 2, 6]	4015521800	4015521800
19	PP	6927376233716151	6927376235314100	1597949	[2, 6, 10, 14]	8	8
19	DP	6927376248177744	6927376250876484	2698740	[2, 6, 10, 14, 2, 6, 10, 14]	16	16
