iteration	window_type	wind_start_ts	wind_end_ts	wind_duration_ns	kernel_before_bytes	kernel_after_bytes
10	pp-dp	6927254276727459	6927254277397055	669596	33554432	131338240
10	dp-pp	6927255548881855	6927256865679358	1316797503	54534144	33554432
10	pp-dp	6927256879247569	6927258872405844	1993158275	33554432	525352960
10	dp-pp	6927261550886320	6927261550890159	3839	218136576	33554432
10	pp-dp	6927261558501124	6927261561941425	3440301	33554432	4
10	dp-pp	6927261562257583	6927261625932294	63674711	4	4
11	pp-dp	6927266597072323	6927266597741919	669596	33554432	131338240
11	dp-pp	6927267849934215	6927269186181243	1336247028	54534144	33554432
11	pp-dp	6927269200350925	6927271193284850	1992933925	33554432	525352960
11	dp-pp	6927274018529329	6927274018533201	3872	218136576	33554432
11	pp-dp	6927274025592937	6927274029025942	3433005	33554432	4
11	dp-pp	6927274029502931	6927274159256316	129753385	4	4
12	pp-dp	6927279053681984	6927279054356797	674813	33554432	131338240
12	dp-pp	6927280331452117	6927281638972153	1307520036	54534144	33554432
12	pp-dp	6927281653289930	6927283646546503	1993256573	33554432	525352960
12	dp-pp	6927286482593406	6927286482595390	1984	218136576	33554432
12	pp-dp	6927286489684214	6927286493124130	3439916	33554432	4
12	dp-pp	6927286493236642	6927286612535200	119298558	4	4
13	pp-dp	6927291489328269	6927291489995338	667069	33554432	131338240
13	dp-pp	6927292755262465	6927294086053239	1330790774	54534144	33554432
13	pp-dp	6927294100949636	6927296089701313	1988751677	33554432	525352960
13	dp-pp	6927298732742843	6927298732745114	2271	218136576	33554432
13	pp-dp	6927298737623039	6927298741055948	3432909	33554432	4
13	dp-pp	6927298741321450	6927298759007207	17685757	4	4
14	pp-dp	6927303663672959	6927303664346395	673436	33554432	131338240
14	dp-pp	6927304923243786	6927306260046409	1336802623	54534144	33554432
14	pp-dp	6927306274943702	6927308264620973	1989677271	33554432	525352960
14	dp-pp	6927311079900694	6927311079902390	1696	218136576	33554432
14	pp-dp	6927311087350380	6927311090795993	3445613	33554432	4
14	dp-pp	6927311090806425	6927311099319913	8513488	4	4
15	pp-dp	6927315966116162	6927315966788862	672700	33554432	131338240
15	dp-pp	6927317219027450	6927318568921614	1349894164	54534144	33554432
15	pp-dp	6927318582646880	6927320574496741	1991849861	33554432	525352960
15	dp-pp	6927323326159998	6927323326161662	1664	218136576	33554432
15	pp-dp	6927323333507989	6927323336939265	3431276	33554432	4
15	dp-pp	6927323336949666	6927323336984706	35040	4	4
16	pp-dp	6927328310658811	6927328311328535	669724	33554432	131338240
16	dp-pp	6927329572793090	6927330931262817	1358469727	54534144	33554432
16	pp-dp	6927330945483312	6927332935803698	1990320386	33554432	525352960
16	dp-pp	6927335820082205	6927335820086205	4000	218136576	33554432
16	pp-dp	6927335825603614	6927335829042922	3439308	33554432	4
16	dp-pp	6927335830826080	6927335962166994	131340914	4	4
17	pp-dp	6927340897550176	6927340898218717	668541	33554432	131338240
17	dp-pp	6927342157861016	6927343504768101	1346907085	54534144	33554432
17	pp-dp	6927343518877589	6927345511912903	1993035314	33554432	525352960
17	dp-pp	6927348383052400	6927348383055728	3328	218136576	33554432
17	pp-dp	6927348389842473	6927348393274870	3432397	33554432	4
17	dp-pp	6927348393763444	6927348543591243	149827799	4	4
18	pp-dp	6927353379484067	6927353380156223	672156	33554432	131338240
18	dp-pp	6927354645199546	6927355996634059	1351434513	54534144	33554432
18	pp-dp	6927356011231960	6927358004238182	1993006222	33554432	525352960
18	dp-pp	6927360762624206	6927360762638094	13888	218136576	33554432
18	pp-dp	6927360767615921	6927360771050910	3434989	33554432	4
18	dp-pp	6927360771108382	6927360771143454	35072	4	4
19	pp-dp	6927365578607431	6927365579279108	671677	33554432	131338240
19	dp-pp	6927366858628926	6927368215171163	1356542237	54534144	33554432
19	pp-dp	6927368228848077	6927370223011707	1994163630	33554432	525352960
19	dp-pp	6927372946812057	6927372946825049	12992	218136576	33554432
19	pp-dp	6927372954494413	6927372957932346	3437933	33554432	4
19	dp-pp	6927372958125561	6927372962087363	3961802	4	4
19	pp-dp	6927376233647553	6927376248006768	14359215	4	4
