iteration	window_type	wind_start_ts	wind_end_ts	wind_duration_ns	kernel_before_bytes	kernel_after_bytes
10	dp-pp	6927254219349517	6927254265247455	45897938	54534144	33554432
10	pp-dp	6927261623669643	6927262848122355	1224452712	33554432	525336576
10	dp-pp	6927264953137489	6927265067882134	114744645	4	4
10	pp-dp	6927265067891351	6927265083540696	15649345	4	131334144
11	dp-pp	6927266533837497	6927266585516222	51678725	54534144	33554432
11	pp-dp	6927274156502948	6927275378720374	1222217426	33554432	525336576
11	dp-pp	6927277436929741	6927277520683094	83753353	4	4
11	pp-dp	6927277520692310	6927277536260442	15568132	4	131334144
12	dp-pp	6927278995934578	6927279041473378	45538800	54534144	33554432
12	pp-dp	6927286610020288	6927287833717946	1223697658	33554432	525336576
12	dp-pp	6927289935128242	6927289959995145	24866903	4	4
12	pp-dp	6927289960004425	6927289975536812	15532387	4	131334144
13	dp-pp	6927291407592979	6927291477752994	70160015	54534144	33554432
13	pp-dp	6927298600195669	6927299980754154	1380558485	33554432	525336576
13	dp-pp	6927302098861947	6927302127412755	28550808	4	4
13	pp-dp	6927302127422163	6927302143101876	15679713	4	131334144
14	dp-pp	6927303595313197	6927303652409344	57096147	54534144	33554432
14	pp-dp	6927310974804868	6927312319397635	1344592767	33554432	525336576
14	dp-pp	6927314434463668	6927314435180142	716474	4	4
14	pp-dp	6927314435201422	6927314471733352	36531930	4	131334144
15	dp-pp	6927315908666288	6927315954120546	45454258	54534144	33554432
15	pp-dp	6927323163599390	6927324560237675	1396638285	33554432	525336576
15	dp-pp	6927326696264229	6927326767516688	71252459	4	4
15	pp-dp	6927326767525808	6927326783096532	15570724	4	131334144
16	dp-pp	6927328222550625	6927328298970082	76419457	54534144	33554432
16	pp-dp	6927335828516458	6927337185404989	1356888531	33554432	525336576
16	dp-pp	6927339334979208	6927339335011432	32224	4	4
16	pp-dp	6927339335020552	6927339371568160	36547608	4	131334144
17	dp-pp	6927340841027920	6927340886550912	45522992	54534144	33554432
17	pp-dp	6927348384845421	6927349763455502	1378610081	33554432	525336576
17	dp-pp	6927351839265844	6927351839538514	272670	4	4
17	pp-dp	6927351839570418	6927351879955179	40384761	4	131334144
18	dp-pp	6927353322824501	6927353368406309	45581808	54534144	33554432
18	pp-dp	6927360736850207	6927361995153344	1258303137	33554432	525336576
18	dp-pp	6927364069873111	6927364070817871	944760	4	4
18	pp-dp	6927364070848687	6927364105237780	34389093	4	131334144
19	dp-pp	6927365454624427	6927365567993590	113369163	54534144	33554432
19	pp-dp	6927372959592081	6927374180168727	1220576646	33554432	525336576
19	dp-pp	6927376230208035	6927376233609832	3401797	4	4
19	pp-dp	6927376233619080	6927376247962931	14343851	4	4
