iteration,parallelism_type,start_ts,end_ts,duration_ns,kernel_name,collective_name,in_msg_nelems,group_desc,group_ranks,bytes
14,DP,6927313022821446.0,6927313133588263.0,110766817,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
14,DP,6927313133952166.0,6927313241491286.0,107539120,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
14,DP,6927313241861525.0,6927313354480237.0,112618712,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
14,DP,6927313354840395.0,6927310000000000.0,110017925,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
14,DP,6927313465223406.0,6927313576265518.0,111042112,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
14,DP,6927313576619021.0,6927313687274991.0,110655970,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
14,DP,6927313687643277.0,6927310000000000.0,109991653,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
14,DP,6927310000000000.0,6927313909801004.0,111796444,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
14,DP,6927313910158795.0,6927314021108843.0,110950048,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
14,DP,6927310000000000.0,6927310000000000.0,112210490,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
14,DP,6927314134037282.0,6927314244747012.0,110709730,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
14,DP,6927314245096546.0,6927314364706872.0,119610326,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
14,DP,6927314375974688.0,6927310000000000.0,19872,ncclDevKernel_AllReduce_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),allreduce,1.0,mesh_dp_shard,"[0, 4]",4
14,PP,6927314434786081.0,6927314434795361.0,9280,ncclDevKernel_AllReduce_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),allreduce,1.0,mesh_pp,"[0, 8]",4
15,DP,6927314450652787.0,6927314585621406.0,134968619,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,65667072.0,mesh_dp_shard,"[0, 4]",262668288
15,DP,6927314585622054.0,6927314645557471.0,59935417,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,DP,6927314645562591.0,6927314709810304.0,64247713,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,DP,6927310000000000.0,6927310000000000.0,84473810,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,DP,6927314794312658.0,6927314876910735.0,82598077,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,DP,6927314876922799.0,6927314955711201.0,78788402,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,DP,6927314955714177.0,6927315037286627.0,81572450,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,DP,6927315037289283.0,6927315117158479.0,79869196,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,DP,6927315117166287.0,6927315196306367.0,79140080,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,DP,6927315196312543.0,6927315276856434.0,80543891,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,DP,6927315276899186.0,6927315360028969.0,83129783,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,DP,6927315360042089.0,6927315442603683.0,82561594,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,DP,6927315442608034.0,6927315519513977.0,76905943,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,DP,6927315519533721.0,6927315599526592.0,79992871,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,DP,6927315599543488.0,6927315680768736.0,81225248,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,DP,6927315680772096.0,6927315760920679.0,80148583,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,DP,6927315760950438.0,6927315838944216.0,77993778,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
15,PP,6927315954103659.0,6927315964654837.0,10551178,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),,,,,33554432
15,PP,6927316699302984.0,6927320000000000.0,1884144926,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),,,,,33554432
15,PP,6927319799190344.0,6927323248607329.0,3449416985,ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>),,,,,33554432
15,DP,6927324560213725.0,6927324821953337.0,261739612,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,131334144.0,mesh_dp_shard,"[0, 4]",525336576
15,DP,6927324822303031.0,6927324930003564.0,107700533,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
15,DP,6927324930361291.0,6927325040948241.0,110586950,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
15,DP,6927325041304591.0,6927325150349501.0,109044910,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
15,DP,6927325150703355.0,6927325261051843.0,110348488,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
15,DP,6927325261410082.0,6927325369270262.0,107860180,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
15,DP,6927325369631764.0,6927325478445731.0,108813967,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
15,DP,6927325478799618.0,6927325590504802.0,111705184,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
15,DP,6927330000000000.0,6927325701109801.0,110241961,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
15,DP,6927325701460807.0,6927330000000000.0,112411293,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
