iteration	parallelism_type	start_ts	end_ts	duration_ns	kernel_name	collective_name	in_msg_nelems	group_desc	group_ranks	dtype
10	PP	6927252787724678	6927254277841558	1490116880	ncclDevKernel_SendRecv(ncclDevKernelArgsStorage<4096ul>)	NULL	NULL	NULL	NULL	NULL
10	DP	6927254278511032	6927254426882309	148371277	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	65669120	mesh_dp_shard	[8, 12]	BFloat16
10	DP	6927254426884453	6927254481126291	54241838	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[8, 12]	BFloat16
10	DP	6927254481127984	6927254553517384	72389400	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[8, 12]	BFloat16
10	DP	6927254553519464	6927254626759041	73239577	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[8, 12]	BFloat16
10	DP	6927254626761633	6927254699176856	72415223	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[8, 12]	BFloat16
10	DP	6927254699179736	6927254770852782	71673046	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[8, 12]	BFloat16
10	DP	6927254770856430	6927254843163205	72306775	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[8, 12]	BFloat16
10	DP	6927254843200549	6927254915011995	71811446	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[8, 12]	BFloat16
10	DP	6927254915029755	6927254989783415	74753660	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[8, 12]	BFloat16
10	DP	6927254989788344	6927255063392241	73603897	ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)	_allgather_base	27267072	mesh_dp_shard	[8, 12]	BFloat16
