iteration	window_type	wind_start_ts	wind_end_ts	wind_duration_ns	kernel_before_bytes	kernel_after_bytes
10	pp-dp	6927254278455722	6927254279128038	672316	33554432	131338240
10	dp-pp	6927255548848418	6927256866313467	1317465049	54534144	33554432
10	pp-dp	6927256879975368	6927258867726415	1987751047	33554432	525352960
10	dp-pp	6927261550930817	6927261550944225	13408	218136576	33554432
10	pp-dp	6927261558827090	6927261562257277	3430187	33554432	4
10	dp-pp	6927261562319612	6927261625993307	63673695	4	4
11	pp-dp	6927266598846383	6927266599518922	672539	33554432	131338240
11	dp-pp	6927267850469763	6927269185445652	1334975889	54534144	33554432
11	pp-dp	6927269199580160	6927271186825714	1987245554	33554432	525352960
11	dp-pp	6927274018612698	6927274018626171	13473	218136576	33554432
11	pp-dp	6927274026072654	6927274029506489	3433835	33554432	4
11	dp-pp	6927274029575481	6927274159323788	129748307	4	4
12	pp-dp	6927279053409727	6927279054078299	668572	33554432	131338240
12	dp-pp	6927280331956421	6927281637904867	1305948446	54534144	33554432
12	pp-dp	6927281652594646	6927283641650328	1989055682	33554432	525352960
12	dp-pp	6927286482652513	6927286482655169	2656	218136576	33554432
12	pp-dp	6927286489807894	6927286493248450	3440556	33554432	4
12	dp-pp	6927286493313378	6927286612602039	119288661	4	4
13	pp-dp	6927291491073391	6927291491743084	669693	33554432	131338240
13	dp-pp	6927292755272366	6927294087877997	1332605631	54534144	33554432
13	pp-dp	6927294102013885	6927296089769593	1987755708	33554432	525352960
13	dp-pp	6927298732758446	6927298732760366	1920	218136576	33554432
13	pp-dp	6927298737899375	6927298741342747	3443372	33554432	4
13	dp-pp	6927298741397147	6927298759083633	17686486	4	4
14	pp-dp	6927303665858628	6927303666530849	672221	33554432	131338240
14	dp-pp	6927304923248630	6927306258258044	1335009414	54534144	33554432
14	pp-dp	6927306272633677	6927308259146942	1986513265	33554432	525352960
14	dp-pp	6927311079965493	6927311079967093	1600	218136576	33554432
14	pp-dp	6927311085306293	6927311088744832	3438539	33554432	4
14	dp-pp	6927311090892692	6927311099404449	8511757	4	4
15	pp-dp	6927315968294581	6927315968970609	676028	33554432	131338240
15	dp-pp	6927317219037662	6927318567461548	1348423886	54534144	33554432
15	pp-dp	6927318582167156	6927320568435939	1986268783	33554432	525352960
15	dp-pp	6927323326254509	6927323326265966	11457	218136576	33554432
15	pp-dp	6927323331384815	6927323334824763	3439948	33554432	4
15	dp-pp	6927323337040462	6927323337076301	35839	4	4
16	pp-dp	6927328311803272	6927328312476612	673340	33554432	131338240
16	dp-pp	6927329572791415	6927330929079811	1356288396	54534144	33554432
16	pp-dp	6927330944121823	6927332929570441	1985448618	33554432	525352960
16	dp-pp	6927335820200031	6927335820203935	3904	218136576	33554432
16	pp-dp	6927335827442291	6927335830868702	3426411	33554432	4
16	dp-pp	6927335830937150	6927335962266466	131329316	4	4
17	pp-dp	6927340898647745	6927340899323133	675388	33554432	131338240
17	dp-pp	6927342157934974	6927343502524636	1344589662	54534144	33554432
17	pp-dp	6927343517371779	6927345505359224	1987987445	33554432	525352960
17	dp-pp	6927348383142782	6927348383146174	3392	218136576	33554432
17	pp-dp	6927348390371348	6927348393808191	3436843	33554432	4
17	dp-pp	6927348393884479	6927348543704783	149820304	4	4
18	pp-dp	6927353382020902	6927353382697986	677084	33554432	131338240
18	dp-pp	6927354644973403	6927355995905570	1350932167	54534144	33554432
18	pp-dp	6927356009553584	6927357997494163	1987940579	33554432	525352960
18	dp-pp	6927360762678657	6927360762692225	13568	218136576	33554432
18	pp-dp	6927360767726915	6927360771166350	3439435	33554432	4
18	dp-pp	6927360771224366	6927360771259725	35359	4	4
19	pp-dp	6927365580758258	6927365581429454	671196	33554432	131338240
19	dp-pp	6927366858381602	6927368212796844	1354415242	54534144	33554432
19	pp-dp	6927368227412405	6927370217624081	1990211676	33554432	525352960
19	dp-pp	6927372946953751	6927372946957783	4032	218136576	33554432
19	pp-dp	6927372954762024	6927372958192372	3430348	33554432	4
19	dp-pp	6927372958259059	6927372962211612	3952553	4	4
19	pp-dp	6927376233917800	6927376248320690	14402890	4	4
