rank	iteration	window_type	wind_start_ts	wind_end_ts	wind_duration_ns	kernel_before_bytes	kernel_after_bytes
9	12	pp-dp	6927281652717254	6927283646542694	1993825440	33554432	525352960
9	12	dp-pp	6927286603945038	6927286603956430	11392	218136576	33554432
9	12	pp-dp	6927286609045514	6927286612490439	3444925	33554432	4
9	12	dp-pp	6927286612500615	6927286612535623	35008	4	4
9	13	pp-dp	6927291490301415	6927291490973607	672192	33554432	131338240
9	13	dp-pp	6927292780237584	6927294086029112	1305791528	54534144	33554432
9	13	pp-dp	6927294099273133	6927296089704991	1990431858	33554432	525352960
9	13	dp-pp	6927298587050803	6927298587062515	11712	218136576	33554432
9	13	pp-dp	6927298598753194	6927298602185927	3432733	33554432	4
9	13	dp-pp	6927298602196039	6927298759008105	156812066	4	4
9	14	pp-dp	6927303664591068	6927303665263931	672863	33554432	131338240
9	14	dp-pp	6927304891807335	6927306260024983	1368217648	54534144	33554432
9	14	pp-dp	6927306273865226	6927308264625160	1990759934	33554432	525352960
9	14	dp-pp	6927310967818005	6927310967819669	1664	218136576	33554432
9	14	pp-dp	6927310973197169	6927310976634510	3437341	33554432	4
9	14	dp-pp	6927310978407949	6927311099320554	120912605	4	4
9	15	pp-dp	6927315966661195	6927315967333931	672736	33554432	131338240
9	15	dp-pp	6927317207722238	6927318568883453	1361161215	54534144	33554432
9	15	pp-dp	6927318582705041	6927320574491910	1991786869	33554432	525352960
9	15	dp-pp	6927323152641278	6927323152652798	11520	218136576	33554432
9	15	pp-dp	6927323162417141	6927323165861939	3444798	33554432	4
9	15	dp-pp	6927323165872339	6927323336985922	171113583	4	4
9	16	pp-dp	6927328311153415	6927328311825926	672511	33554432	131338240
9	16	dp-pp	6927329558262983	6927330931244466	1372981483	54534144	33554432
9	16	pp-dp	6927330944202406	6927332935800486	1991598080	33554432	525352960
9	16	dp-pp	6927335821472130	6927335821475809	3679	218136576	33554432
9	16	pp-dp	6927335827133117	6927335830578842	3445725	33554432	4
9	16	dp-pp	6927335832365688	6927335962167817	129802129	4	4
9	17	pp-dp	6927340898779553	6927340899455872	676319	33554432	131338240
9	17	dp-pp	6927342165419333	6927343504747334	1339328001	54534144	33554432
9	17	pp-dp	6927343518515962	6927345511913755	1993397793	33554432	525352960
9	17	dp-pp	6927348378632624	6927348378635952	3328	218136576	33554432
9	17	pp-dp	6927348384007496	6927348387439170	3431674	33554432	4
9	17	dp-pp	6927348387939873	6927348543592649	155652776	4	4
9	18	pp-dp	6927353380732922	6927353381406681	673759	33554432	131338240
9	18	dp-pp	6927354632576972	6927355996606391	1364029419	54534144	33554432
9	18	pp-dp	6927356011146282	6927358004237843	1993091561	33554432	525352960
9	18	dp-pp	6927360728878136	6927360728891896	13760	218136576	33554432
9	18	pp-dp	6927360735642861	6927360739083112	3440251	33554432	4
9	18	dp-pp	6927360740503717	6927360771144085	30640368	4	4
9	19	pp-dp	6927365581356720	6927365582036047	679327	33554432	131338240
9	19	dp-pp	6927366856623202	6927368215152344	1358529142	54534144	33554432
9	19	pp-dp	6927368230242985	6927370223010918	1992767933	33554432	525352960
9	19	dp-pp	6927372950974423	6927372950988278	13855	218136576	33554432
9	19	pp-dp	6927372958598800	6927372962037037	3438237	33554432	4
9	19	dp-pp	6927372962047213	6927372962088140	40927	4	4
9	19	pp-dp	6927376233643398	6927376248032632	14389234	4	4
10	10	pp-dp	6927254276727459	6927254277397055	669596	33554432	131338240
10	10	dp-pp	6927255548881855	6927256865679358	1316797503	54534144	33554432
10	10	pp-dp	6927256879247569	6927258872405844	1993158275	33554432	525352960
10	10	dp-pp	6927261550886320	6927261550890159	3839	218136576	33554432
10	10	pp-dp	6927261558501124	6927261561941425	3440301	33554432	4
10	10	dp-pp	6927261562257583	6927261625932294	63674711	4	4
10	11	pp-dp	6927266597072323	6927266597741919	669596	33554432	131338240
10	11	dp-pp	6927267849934215	6927269186181243	1336247028	54534144	33554432
10	11	pp-dp	6927269200350925	6927271193284850	1992933925	33554432	525352960
10	11	dp-pp	6927274018529329	6927274018533201	3872	218136576	33554432
10	11	pp-dp	6927274025592937	6927274029025942	3433005	33554432	4
10	11	dp-pp	6927274029502931	6927274159256316	129753385	4	4
10	12	pp-dp	6927279053681984	6927279054356797	674813	33554432	131338240
10	12	dp-pp	6927280331452117	6927281638972153	1307520036	54534144	33554432
10	12	pp-dp	6927281653289930	6927283646546503	1993256573	33554432	525352960
10	12	dp-pp	6927286482593406	6927286482595390	1984	218136576	33554432
10	12	pp-dp	6927286489684214	6927286493124130	3439916	33554432	4
10	12	dp-pp	6927286493236642	6927286612535200	119298558	4	4
10	13	pp-dp	6927291489328269	6927291489995338	667069	33554432	131338240
10	13	dp-pp	6927292755262465	6927294086053239	1330790774	54534144	33554432
10	13	pp-dp	6927294100949636	6927296089701313	1988751677	33554432	525352960
10	13	dp-pp	6927298732742843	6927298732745114	2271	218136576	33554432
10	13	pp-dp	6927298737623039	6927298741055948	3432909	33554432	4
10	13	dp-pp	6927298741321450	6927298759007207	17685757	4	4
10	14	pp-dp	6927303663672959	6927303664346395	673436	33554432	131338240
10	14	dp-pp	6927304923243786	6927306260046409	1336802623	54534144	33554432
10	14	pp-dp	6927306274943702	6927308264620973	1989677271	33554432	525352960
10	14	dp-pp	6927311079900694	6927311079902390	1696	218136576	33554432
10	14	pp-dp	6927311087350380	6927311090795993	3445613	33554432	4
10	14	dp-pp	6927311090806425	6927311099319913	8513488	4	4
10	15	pp-dp	6927315966116162	6927315966788862	672700	33554432	131338240
10	15	dp-pp	6927317219027450	6927318568921614	1349894164	54534144	33554432
10	15	pp-dp	6927318582646880	6927320574496741	1991849861	33554432	525352960
10	15	dp-pp	6927323326159998	6927323326161662	1664	218136576	33554432
10	15	pp-dp	6927323333507989	6927323336939265	3431276	33554432	4
10	15	dp-pp	6927323336949666	6927323336984706	35040	4	4
10	16	pp-dp	6927328310658811	6927328311328535	669724	33554432	131338240
10	16	dp-pp	6927329572793090	6927330931262817	1358469727	54534144	33554432
10	16	pp-dp	6927330945483312	6927332935803698	1990320386	33554432	525352960
10	16	dp-pp	6927335820082205	6927335820086205	4000	218136576	33554432
10	16	pp-dp	6927335825603614	6927335829042922	3439308	33554432	4
10	16	dp-pp	6927335830826080	6927335962166994	131340914	4	4
10	17	pp-dp	6927340897550176	6927340898218717	668541	33554432	131338240
10	17	dp-pp	6927342157861016	6927343504768101	1346907085	54534144	33554432
10	17	pp-dp	6927343518877589	6927345511912903	1993035314	33554432	525352960
10	17	dp-pp	6927348383052400	6927348383055728	3328	218136576	33554432
10	17	pp-dp	6927348389842473	6927348393274870	3432397	33554432	4
10	17	dp-pp	6927348393763444	6927348543591243	149827799	4	4
10	18	pp-dp	6927353379484067	6927353380156223	672156	33554432	131338240
10	18	dp-pp	6927354645199546	6927355996634059	1351434513	54534144	33554432
10	18	pp-dp	6927356011231960	6927358004238182	1993006222	33554432	525352960
10	18	dp-pp	6927360762624206	6927360762638094	13888	218136576	33554432
10	18	pp-dp	6927360767615921	6927360771050910	3434989	33554432	4
10	18	dp-pp	6927360771108382	6927360771143454	35072	4	4
10	19	pp-dp	6927365578607431	6927365579279108	671677	33554432	131338240
10	19	dp-pp	6927366858628926	6927368215171163	1356542237	54534144	33554432
10	19	pp-dp	6927368228848077	6927370223011707	1994163630	33554432	525352960
10	19	dp-pp	6927372946812057	6927372946825049	12992	218136576	33554432
10	19	pp-dp	6927372954494413	6927372957932346	3437933	33554432	4
10	19	dp-pp	6927372958125561	6927372962087363	3961802	4	4
10	19	pp-dp	6927376233647553	6927376248006768	14359215	4	4
11	10	pp-dp	6927254278780782	6927254279450249	669467	33554432	131338240
11	10	dp-pp	6927255504132719	6927256865561372	1361428653	54534144	33554432
11	10	pp-dp	6927256878653051	6927258872406477	1993753426	33554432	525352960
11	10	dp-pp	6927261453164592	6927261453177552	12960	218136576	33554432
11	10	pp-dp	6927261460953974	6927261464388701	3434727	33554432	4
11	10	dp-pp	6927261464730266	6927261625931378	161201112	4	4
11	11	pp-dp	6927266597428816	6927266598097963	669147	33554432	131338240
11	11	dp-pp	6927267846045965	6927269186101244	1340055279	54534144	33554432
11	11	pp-dp	6927269198967931	6927271193272121	1994304190	33554432	525352960
11	11	dp-pp	6927274002478025	6927274002490920	12895	218136576	33554432
11	11	pp-dp	6927274010389166	6927274013819636	3430470	33554432	4
11	11	dp-pp	6927274013830100	6927274159255129	145425029	4	4
11	12	pp-dp	6927279053967855	6927279054639210	671355	33554432	131338240
11	12	dp-pp	6927280275270085	6927281638867545	1363597460	54534144	33554432
11	12	pp-dp	6927281652202935	6927283646544928	1994341993	33554432	525352960
11	12	dp-pp	6927286469030690	6927286469032738	2048	218136576	33554432
11	12	pp-dp	6927286476329644	6927286479767891	3438247	33554432	4
11	12	dp-pp	6927286479778035	6927286612534684	132756649	4	4
11	13	pp-dp	6927291490826876	6927291491497239	670363	33554432	131338240
11	13	dp-pp	6927292733296406	6927294085953401	1352656995	54534144	33554432
11	13	pp-dp	6927294099687890	6927296089707280	1990019390	33554432	525352960
11	13	dp-pp	6927298608363817	6927298608375401	11584	218136576	33554432
11	13	pp-dp	6927298616782731	6927298620212561	3429830	33554432	4
11	13	dp-pp	6927298620222833	6927298759005838	138783005	4	4
11	14	pp-dp	6927303665179975	6927303665855137	675162	33554432	131338240
11	14	dp-pp	6927304892938634	6927306259954141	1367015507	54534144	33554432
11	14	pp-dp	6927306274059155	6927308264622262	1990563107	33554432	525352960
11	14	dp-pp	6927310926363269	6927310926365030	1761	218136576	33554432
11	14	pp-dp	6927310934674280	6927310938113134	3438854	33554432	4
11	14	dp-pp	6927310938123342	6927311099318434	161195092	4	4
11	15	pp-dp	6927315966276083	6927315966950830	674747	33554432	131338240
11	15	dp-pp	6927317210206460	6927318568814136	1358607676	54534144	33554432
11	15	pp-dp	6927318582881519	6927320574497303	1991615784	33554432	525352960
11	15	dp-pp	6927323175503174	6927323175505767	2593	218136576	33554432
11	15	pp-dp	6927323183414764	6927323186853266	3438502	33554432	4
11	15	dp-pp	6927323186863698	6927323336983607	150119909	4	4
11	16	pp-dp	6927328312075701	6927328312743632	667931	33554432	131338240
11	16	dp-pp	6927329559210540	6927330931196832	1371986292	54534144	33554432
11	16	pp-dp	6927330944651419	6927332935797261	1991145842	33554432	525352960
11	16	dp-pp	6927335804351698	6927335804354866	3168	218136576	33554432
11	16	pp-dp	6927335812375351	6927335815806461	3431110	33554432	4
11	16	dp-pp	6927335815816637	6927335962165918	146349281	4	4
11	17	pp-dp	6927340900574647	6927340901247986	673339	33554432	131338240
11	17	dp-pp	6927342128393118	6927343504705258	1376312140	54534144	33554432
11	17	pp-dp	6927343518549027	6927345511907841	1993358814	33554432	525352960
11	17	dp-pp	6927348366291257	6927348366294489	3232	218136576	33554432
11	17	pp-dp	6927348372203117	6927348375639507	3436390	33554432	4
11	17	dp-pp	6927348377144328	6927348543590501	166446173	4	4
11	18	pp-dp	6927353381374762	6927353382049893	675131	33554432	131338240
11	18	dp-pp	6927354630259373	6927355996508382	1366249009	54534144	33554432
11	18	pp-dp	6927356009982489	6927358004237737	1994255248	33554432	525352960
11	18	dp-pp	6927360608248366	6927360608252303	3937	218136576	33554432
11	18	pp-dp	6927360616229482	6927360619665741	3436259	33554432	4
11	18	dp-pp	6927360619676013	6927360771142816	151466803	4	4
11	19	pp-dp	6927365581033300	6927365581707087	673787	33554432	131338240
11	19	dp-pp	6927366850738056	6927368215096044	1364357988	54534144	33554432
11	19	pp-dp	6927368228530406	6927370223002495	1994472089	33554432	525352960
11	19	dp-pp	6927372787594774	6927372787598166	3392	218136576	33554432
11	19	pp-dp	6927372793543210	6927372796987792	3444582	33554432	4
11	19	dp-pp	6927372798514821	6927372962085536	163570715	4	4
11	19	pp-dp	6927376233617546	6927376247948926	14331380	4	4
12	10	pp-dp	6927254279314600	6927254279993509	678909	33554432	131338240
12	10	dp-pp	6927255561080955	6927256866244458	1305163503	54534144	33554432
12	10	pp-dp	6927256879684555	6927258867721985	1988037430	33554432	525352960
12	10	dp-pp	6927261565955595	6927261565969323	13728	218136576	33554432
12	10	pp-dp	6927261573142666	6927261576587771	3445105	33554432	4
12	10	dp-pp	6927261576654010	6927261625992089	49338079	4	4
12	11	pp-dp	6927266598148804	6927266598825184	676380	33554432	131338240
12	11	dp-pp	6927267883435966	6927269185380319	1301944353	54534144	33554432
12	11	pp-dp	6927269199772381	6927271186822701	1987050320	33554432	525352960
12	11	dp-pp	6927274015583945	6927274015597642	13697	218136576	33554432
12	11	pp-dp	6927274022825001	6927274026263865	3438864	33554432	4
12	11	dp-pp	6927274026473016	6927274159322939	132849923	4	4
12	12	pp-dp	6927279056865077	6927279057543314	678237	33554432	131338240
12	12	dp-pp	6927280299183398	6927281637816319	1338632921	54534144	33554432
12	12	pp-dp	6927281652297405	6927283641642073	1989344668	33554432	525352960
12	12	dp-pp	6927286446571055	6927286446573582	2527	218136576	33554432
12	12	pp-dp	6927286454328619	6927286457780763	3452144	33554432	4
12	12	dp-pp	6927286457861979	6927286612600915	154738936	4	4
12	13	pp-dp	6927291495018887	6927291495689700	670813	33554432	131338240
12	13	dp-pp	6927292754369505	6927294087801659	1333432154	54534144	33554432
12	13	pp-dp	6927294100989151	6927296089765401	1988776250	33554432	525352960
12	13	dp-pp	6927298748446663	6927298748448295	1632	218136576	33554432
12	13	pp-dp	6927298755223720	6927298758669945	3446225	33554432	4
12	13	dp-pp	6927298759050487	6927298759081975	31488	4	4
12	14	pp-dp	6927303666078068	6927303666755025	676957	33554432	131338240
12	14	dp-pp	6927304956132307	6927306258194330	1302062023	54534144	33554432
12	14	pp-dp	6927306273228277	6927308259153070	1985924793	33554432	525352960
12	14	dp-pp	6927311088493399	6927311088495191	1792	218136576	33554432
12	14	pp-dp	6927311093557345	6927311096997905	3440560	33554432	4
12	14	dp-pp	6927311099370822	6927311099403302	32480	4	4
12	15	pp-dp	6927315968759602	6927315969433775	674173	33554432	131338240
12	15	dp-pp	6927317261982164	6927318567392107	1305409943	54534144	33554432
12	15	pp-dp	6927318581703500	6927320568435546	1986732046	33554432	525352960
12	15	dp-pp	6927323239638623	6927323239650527	11904	218136576	33554432
12	15	pp-dp	6927323244429706	6927323247870330	3440624	33554432	4
12	15	dp-pp	6927323250721741	6927323337074822	86353081	4	4
12	16	pp-dp	6927328313394526	6927328314068827	674301	33554432	131338240
12	16	dp-pp	6927329626098837	6927330929009400	1302910563	54534144	33554432
12	16	pp-dp	6927330943431063	6927332929567977	1986136914	33554432	525352960
12	16	dp-pp	6927335953616430	6927335953620430	4000	218136576	33554432
12	16	pp-dp	6927335958612311	6927335962051112	3438801	33554432	4
12	16	dp-pp	6927335962232871	6927335962264871	32000	4	4
12	17	pp-dp	6927340900003322	6927340900675287	671965	33554432	131338240
12	17	dp-pp	6927342201294683	6927343502469293	1301174610	54534144	33554432
12	17	pp-dp	6927343515890961	6927345505354147	1989463186	33554432	525352960
12	17	dp-pp	6927348533238682	6927348533251738	13056	218136576	33554432
12	17	pp-dp	6927348538316099	6927348541751411	3435312	33554432	4
12	17	dp-pp	6927348543671275	6927348543703146	31871	4	4
12	18	pp-dp	6927353382468699	6927353383143128	674429	33554432	131338240
12	18	dp-pp	6927354690605661	6927355995821096	1305215435	54534144	33554432
12	18	pp-dp	6927356009770153	6927357997492604	1987722451	33554432	525352960
12	18	dp-pp	6927360582253993	6927360582258217	4224	218136576	33554432
12	18	pp-dp	6927360591285055	6927360594725551	3440496	33554432	4
12	18	dp-pp	6927360594786895	6927360771258874	176471979	4	4
12	19	pp-dp	6927365584119761	6927365584792878	673117	33554432	131338240
12	19	dp-pp	6927366912069928	6927368212744738	1300674810	54534144	33554432
12	19	pp-dp	6927368227264416	6927370217622454	1990358038	33554432	525352960
12	19	dp-pp	6927372945547143	6927372945560007	12864	218136576	33554432
12	19	pp-dp	6927372951096494	6927372954557246	3460752	33554432	4
12	19	dp-pp	6927372956359030	6927372962210843	5851813	4	4
12	19	pp-dp	6927376233912732	6927376248262970	14350238	4	4
13	10	pp-dp	6927254278878803	6927254279554160	675357	33554432	131338240
13	10	dp-pp	6927255550815146	6927256866314378	1315499232	54534144	33554432
13	10	pp-dp	6927256881256756	6927258867726111	1986469355	33554432	525352960
13	10	dp-pp	6927261615551361	6927261615554369	3008	218136576	33554432
13	10	pp-dp	6927261620458405	6927261623892050	3433645	33554432	4
13	10	dp-pp	6927261625959461	6927261625994790	35329	4	4
13	11	pp-dp	6927266597000550	6927266597668834	668284	33554432	131338240
13	11	dp-pp	6927267848733364	6927269185421450	1336688086	54534144	33554432
13	11	pp-dp	6927269198679584	6927271186818585	1988139001	33554432	525352960
13	11	dp-pp	6927274148549539	6927274148552259	2720	218136576	33554432
13	11	pp-dp	6927274155789434	6927274159230439	3441005	33554432	4
13	11	dp-pp	6927274159290598	6927274159325030	34432	4	4
13	12	pp-dp	6927279054500074	6927279055166534	666460	33554432	131338240
13	12	dp-pp	6927280333312929	6927281637905544	1304592615	54534144	33554432
13	12	pp-dp	6927281653365745	6927283641645090	1988279345	33554432	525352960
13	12	dp-pp	6927286604022577	6927286604034193	11616	218136576	33554432
13	12	pp-dp	6927286609059477	6927286612495233	3435756	33554432	4
13	12	dp-pp	6927286612569089	6927286612603297	34208	4	4
13	13	pp-dp	6927291492467585	6927291493140638	673053	33554432	131338240
13	13	dp-pp	6927292780346912	6927294087854481	1307507569	54534144	33554432
13	13	pp-dp	6927294103167451	6927296089770144	1986602693	33554432	525352960
13	13	dp-pp	6927298587067468	6927298587079147	11679	218136576	33554432
13	13	pp-dp	6927298597251986	6927298600688351	3436365	33554432	4
13	13	dp-pp	6927298602271350	6927298759085154	156813804	4	4
13	14	pp-dp	6927303664625987	6927303665297216	671229	33554432	131338240
13	14	dp-pp	6927304891839089	6927306258238641	1366399552	54534144	33554432
13	14	pp-dp	6927306272489280	6927308259157117	1986667837	33554432	525352960
13	14	dp-pp	6927310967839337	6927310967850121	10784	218136576	33554432
13	14	pp-dp	6927310974993537	6927310978432686	3439149	33554432	4
13	14	dp-pp	6927310978502893	6927311099405509	120902616	4	4
13	15	pp-dp	6927315969160795	6927315969837335	676540	33554432	131338240
13	15	dp-pp	6927317207916871	6927318567451262	1359534391	54534144	33554432
13	15	pp-dp	6927318581471855	6927320568432817	1986960962	33554432	525352960
13	15	dp-pp	6927323152668925	6927323152671133	2208	218136576	33554432
13	15	pp-dp	6927323160622832	6927323164070749	3447917	33554432	4
13	15	dp-pp	6927323165965330	6927323337077389	171112059	4	4
13	16	pp-dp	6927328312852212	6927328313523184	670972	33554432	131338240
13	16	dp-pp	6927329558370206	6927330929065680	1370695474	54534144	33554432
13	16	pp-dp	6927330942253735	6927332929570884	1987317149	33554432	525352960
13	16	dp-pp	6927335821569416	6927335821573032	3616	218136576	33554432
13	16	pp-dp	6927335828970366	6927335832407754	3437388	33554432	4
13	16	dp-pp	6927335832470569	6927335962267069	129796500	4	4
13	17	pp-dp	6927340897073110	6927340897742770	669660	33554432	131338240
13	17	dp-pp	6927342165556828	6927343502504413	1336947585	54534144	33554432
13	17	pp-dp	6927343515704723	6927345505361755	1989657032	33554432	525352960
13	17	dp-pp	6927348378697442	6927348378700546	3104	218136576	33554432
13	17	pp-dp	6927348384553760	6927348387991469	3437709	33554432	4
13	17	dp-pp	6927348388058605	6927348543705725	155647120	4	4
13	18	pp-dp	6927353381459257	6927353382132886	673629	33554432	131338240
13	18	dp-pp	6927354633431035	6927355995876359	1362445324	54534144	33554432
13	18	pp-dp	6927356009800376	6927357997497968	1987697592	33554432	525352960
13	18	dp-pp	6927360728976723	6927360728989747	13024	218136576	33554432
13	18	pp-dp	6927360737118500	6927360740565073	3446573	33554432	4
13	18	dp-pp	6927360740629327	6927360771260769	30631442	4	4
13	19	pp-dp	6927365579992887	6927365580663251	670364	33554432	131338240
13	19	dp-pp	6927366857019079	6927368212774410	1355755331	54534144	33554432
13	19	pp-dp	6927368228119698	6927370217621814	1989502116	33554432	525352960
13	19	dp-pp	6927372951039042	6927372951051874	12832	218136576	33554432
13	19	pp-dp	6927372956370211	6927372959795760	3425549	33554432	4
13	19	dp-pp	6927372962173346	6927372962212898	39552	4	4
13	19	pp-dp	6927376233907385	6927376248392006	14484621	4	4
14	10	pp-dp	6927254278455722	6927254279128038	672316	33554432	131338240
14	10	dp-pp	6927255548848418	6927256866313467	1317465049	54534144	33554432
14	10	pp-dp	6927256879975368	6927258867726415	1987751047	33554432	525352960
14	10	dp-pp	6927261550930817	6927261550944225	13408	218136576	33554432
14	10	pp-dp	6927261558827090	6927261562257277	3430187	33554432	4
14	10	dp-pp	6927261562319612	6927261625993307	63673695	4	4
14	11	pp-dp	6927266598846383	6927266599518922	672539	33554432	131338240
14	11	dp-pp	6927267850469763	6927269185445652	1334975889	54534144	33554432
14	11	pp-dp	6927269199580160	6927271186825714	1987245554	33554432	525352960
14	11	dp-pp	6927274018612698	6927274018626171	13473	218136576	33554432
14	11	pp-dp	6927274026072654	6927274029506489	3433835	33554432	4
14	11	dp-pp	6927274029575481	6927274159323788	129748307	4	4
14	12	pp-dp	6927279053409727	6927279054078299	668572	33554432	131338240
14	12	dp-pp	6927280331956421	6927281637904867	1305948446	54534144	33554432
14	12	pp-dp	6927281652594646	6927283641650328	1989055682	33554432	525352960
14	12	dp-pp	6927286482652513	6927286482655169	2656	218136576	33554432
14	12	pp-dp	6927286489807894	6927286493248450	3440556	33554432	4
14	12	dp-pp	6927286493313378	6927286612602039	119288661	4	4
14	13	pp-dp	6927291491073391	6927291491743084	669693	33554432	131338240
14	13	dp-pp	6927292755272366	6927294087877997	1332605631	54534144	33554432
14	13	pp-dp	6927294102013885	6927296089769593	1987755708	33554432	525352960
14	13	dp-pp	6927298732758446	6927298732760366	1920	218136576	33554432
14	13	pp-dp	6927298737899375	6927298741342747	3443372	33554432	4
14	13	dp-pp	6927298741397147	6927298759083633	17686486	4	4
14	14	pp-dp	6927303665858628	6927303666530849	672221	33554432	131338240
14	14	dp-pp	6927304923248630	6927306258258044	1335009414	54534144	33554432
14	14	pp-dp	6927306272633677	6927308259146942	1986513265	33554432	525352960
14	14	dp-pp	6927311079965493	6927311079967093	1600	218136576	33554432
14	14	pp-dp	6927311085306293	6927311088744832	3438539	33554432	4
14	14	dp-pp	6927311090892692	6927311099404449	8511757	4	4
14	15	pp-dp	6927315968294581	6927315968970609	676028	33554432	131338240
14	15	dp-pp	6927317219037662	6927318567461548	1348423886	54534144	33554432
14	15	pp-dp	6927318582167156	6927320568435939	1986268783	33554432	525352960
14	15	dp-pp	6927323326254509	6927323326265966	11457	218136576	33554432
14	15	pp-dp	6927323331384815	6927323334824763	3439948	33554432	4
14	15	dp-pp	6927323337040462	6927323337076301	35839	4	4
14	16	pp-dp	6927328311803272	6927328312476612	673340	33554432	131338240
14	16	dp-pp	6927329572791415	6927330929079811	1356288396	54534144	33554432
14	16	pp-dp	6927330944121823	6927332929570441	1985448618	33554432	525352960
14	16	dp-pp	6927335820200031	6927335820203935	3904	218136576	33554432
14	16	pp-dp	6927335827442291	6927335830868702	3426411	33554432	4
14	16	dp-pp	6927335830937150	6927335962266466	131329316	4	4
14	17	pp-dp	6927340898647745	6927340899323133	675388	33554432	131338240
14	17	dp-pp	6927342157934974	6927343502524636	1344589662	54534144	33554432
14	17	pp-dp	6927343517371779	6927345505359224	1987987445	33554432	525352960
14	17	dp-pp	6927348383142782	6927348383146174	3392	218136576	33554432
14	17	pp-dp	6927348390371348	6927348393808191	3436843	33554432	4
14	17	dp-pp	6927348393884479	6927348543704783	149820304	4	4
14	18	pp-dp	6927353382020902	6927353382697986	677084	33554432	131338240
14	18	dp-pp	6927354644973403	6927355995905570	1350932167	54534144	33554432
14	18	pp-dp	6927356009553584	6927357997494163	1987940579	33554432	525352960
14	18	dp-pp	6927360762678657	6927360762692225	13568	218136576	33554432
14	18	pp-dp	6927360767726915	6927360771166350	3439435	33554432	4
14	18	dp-pp	6927360771224366	6927360771259725	35359	4	4
14	19	pp-dp	6927365580758258	6927365581429454	671196	33554432	131338240
14	19	dp-pp	6927366858381602	6927368212796844	1354415242	54534144	33554432
14	19	pp-dp	6927368227412405	6927370217624081	1990211676	33554432	525352960
14	19	dp-pp	6927372946953751	6927372946957783	4032	218136576	33554432
14	19	pp-dp	6927372954762024	6927372958192372	3430348	33554432	4
14	19	dp-pp	6927372958259059	6927372962211612	3952553	4	4
14	19	pp-dp	6927376233917800	6927376248320690	14402890	4	4
15	10	pp-dp	6927254277250746	6927254277925464	674718	33554432	131338240
15	10	dp-pp	6927255504035022	6927256866338016	1362302994	54534144	33554432
15	10	pp-dp	6927256879792825	6927258867726941	1987934116	33554432	525352960
15	10	dp-pp	6927261453166613	6927261453180149	13536	218136576	33554432
15	10	pp-dp	6927261461302751	6927261464732469	3429718	33554432	4
15	10	dp-pp	6927261464795509	6927261625992947	161197438	4	4
15	11	pp-dp	6927266599874029	6927266600543243	669214	33554432	131338240
15	11	dp-pp	6927267846110925	6927269185350708	1339239783	54534144	33554432
15	11	pp-dp	6927269200180747	6927271186820998	1986640251	33554432	525352960
15	11	dp-pp	6927274002482699	6927274002495691	12992	218136576	33554432
15	11	pp-dp	6927274010148950	6927274013587692	3438742	33554432	4
15	11	dp-pp	6927274013895276	6927274159323542	145428266	4	4
15	12	pp-dp	6927279051866333	6927279052532571	666238	33554432	131338240
15	12	dp-pp	6927280275268144	6927281637918302	1362650158	54534144	33554432
15	12	pp-dp	6927281652067511	6927283641647663	1989580152	33554432	525352960
15	12	dp-pp	6927286469102417	6927286469104273	1856	218136576	33554432
15	12	pp-dp	6927286474702273	6927286478144440	3442167	33554432	4
15	12	dp-pp	6927286479855027	6927286612601356	132746329	4	4
15	13	pp-dp	6927291490676888	6927291491345078	668190	33554432	131338240
15	13	dp-pp	6927292733316583	6927294087880923	1354564340	54534144	33554432
15	13	pp-dp	6927294101595412	6927296089770711	1988175299	33554432	525352960
15	13	dp-pp	6927298608378902	6927298608381430	2528	218136576	33554432
15	13	pp-dp	6927298615749698	6927298619186904	3437206	33554432	4
15	13	dp-pp	6927298620302997	6927298759082870	138779873	4	4
15	14	pp-dp	6927303665497610	6927303666166824	669214	33554432	131338240
15	14	dp-pp	6927304893027243	6927306258185383	1365158140	54534144	33554432
15	14	pp-dp	6927306271083397	6927308259153729	1988070332	33554432	525352960
15	14	dp-pp	6927310926495013	6927310926506852	11839	218136576	33554432
15	14	pp-dp	6927310933922928	6927310937363942	3441014	33554432	4
15	14	dp-pp	6927310938211076	6927311099404232	161193156	4	4
15	15	pp-dp	6927315966587038	6927315967255868	668830	33554432	131338240
15	15	dp-pp	6927317210324247	6927318567454426	1357130179	54534144	33554432
15	15	pp-dp	6927318582015153	6927320568427788	1986412635	33554432	525352960
15	15	dp-pp	6927323175565134	6927323175576877	11743	218136576	33554432
15	15	pp-dp	6927323182874329	6927323186316816	3442487	33554432	4
15	15	dp-pp	6927323186956430	6927323337075378	150118948	4	4
15	16	pp-dp	6927328311442619	6927328312113337	670718	33554432	131338240
15	16	dp-pp	6927329559246221	6927330929029452	1369783231	54534144	33554432
15	16	pp-dp	6927330942489382	6927332929572117	1987082735	33554432	525352960
15	16	dp-pp	6927335804387996	6927335804402108	14112	218136576	33554432
15	16	pp-dp	6927335810373772	6927335813798562	3424790	33554432	4
15	16	dp-pp	6927335815920252	6927335962265418	146345166	4	4
15	17	pp-dp	6927340899840800	6927340900509150	668350	33554432	131338240
15	17	dp-pp	6927342128561193	6927343502441530	1373880337	54534144	33554432
15	17	pp-dp	6927343515726933	6927345505361432	1989634499	33554432	525352960
15	17	dp-pp	6927348366412217	6927348366416345	4128	218136576	33554432
15	17	pp-dp	6927348373758501	6927348377197499	3438998	33554432	4
