iteration	window_type	wind_start_ts	wind_end_ts	wind_duration_ns	kernel_before_bytes	kernel_after_bytes
10	pp-dp	6927254277841558	6927254278511032	669474	33554432	131338240
10	dp-pp	6927255561005217	6927256865619047	1304613830	54534144	33554432
10	pp-dp	6927256880390437	6927258872402540	1992012103	33554432	525352960
10	dp-pp	6927261565881971	6927261565885939	3968	218136576	33554432
10	pp-dp	6927261571141022	6927261574580965	3439943	33554432	4
10	dp-pp	6927261576589801	6927261625930801	49341000	4	4
11	pp-dp	6927266598216525	6927266598886734	670209	33554432	131338240
11	dp-pp	6927267883278868	6927269186112796	1302833928	54534144	33554432
11	pp-dp	6927269201707709	6927271193279708	1991571999	33554432	525352960
11	dp-pp	6927274015569281	6927274015581953	12672	218136576	33554432
11	pp-dp	6927274022951249	6927274026397112	3445863	33554432	4
11	dp-pp	6927274026407096	6927274159254926	132847830	4	4
12	pp-dp	6927279053849435	6927279054520572	671137	33554432	131338240
12	dp-pp	6927280298880715	6927281638931454	1340050739	54534144	33554432
12	pp-dp	6927281652959099	6927283646547442	1993588343	33554432	525352960
12	dp-pp	6927286446560328	6927286446562567	2239	218136576	33554432
12	pp-dp	6927286454342616	6927286457782239	3439623	33554432	4
12	dp-pp	6927286457792127	6927286612533859	154741732	4	4
13	pp-dp	6927291490705178	6927291491377211	672033	33554432	131338240
13	dp-pp	6927292754202235	6927294085989291	1331787056	54534144	33554432
13	pp-dp	6927294100312009	6927296089695401	1989383392	33554432	525352960
13	dp-pp	6927298748351242	6927298748353482	2240	218136576	33554432
13	pp-dp	6927298755523512	6927298758963552	3440040	33554432	4
13	dp-pp	6927298758973312	6927298759004992	31680	4	4
14	pp-dp	6927303664434071	6927303665103096	669025	33554432	131338240
14	dp-pp	6927304956093994	6927306259987317	1303893323	54534144	33554432
14	pp-dp	6927306274544434	6927308264610844	1990066410	33554432	525352960
14	dp-pp	6927311088457900	6927311088470060	12160	218136576	33554432
14	pp-dp	6927311095834843	6927311099276386	3441543	33554432	4
14	dp-pp	6927311099286146	6927311099317954	31808	4	4
15	pp-dp	6927315966595566	6927315967270575	675009	33554432	131338240
15	dp-pp	6927317261924768	6927318568830722	1306905954	54534144	33554432
15	pp-dp	6927318582471167	6927320574495542	1992024375	33554432	525352960
15	dp-pp	6927323239543346	6927323239544818	1472	218136576	33554432
15	pp-dp	6927323247178946	6927323250617833	3438887	33554432	4
15	dp-pp	6927323250627561	6927323336983229	86355668	4	4
16	pp-dp	6927328311104145	6927328311776307	672162	33554432	131338240
16	dp-pp	6927329626060203	6927330931210608	1305150405	54534144	33554432
16	pp-dp	6927330945465996	6927332935800781	1990334785	33554432	525352960
16	dp-pp	6927335953572859	6927335953576507	3648	218136576	33554432
16	pp-dp	6927335958680198	6927335962123117	3442919	33554432	4
16	dp-pp	6927335962132941	6927335962165517	32576	4	4
17	pp-dp	6927340898633957	6927340899301830	667873	33554432	131338240
17	dp-pp	6927342201179961	6927343504690517	1303510556	54534144	33554432
17	pp-dp	6927343519563635	6927345511908858	1992345223	33554432	525352960
17	dp-pp	6927348533185102	6927348533198413	13311	218136576	33554432
17	pp-dp	6927348540108476	6927348543548003	3439527	33554432	4
17	dp-pp	6927348543557859	6927348543589763	31904	4	4
18	pp-dp	6927353380813593	6927353381484698	671105	33554432	131338240
18	dp-pp	6927354690482659	6927355996573052	1306090393	54534144	33554432
18	pp-dp	6927356011662404	6927358004238449	1992576045	33554432	525352960
18	dp-pp	6927360582189219	6927360582192995	3776	218136576	33554432
18	pp-dp	6927360587488906	6927360590933391	3444485	33554432	4
18	dp-pp	6927360594665620	6927360771141926	176476306	4	4
19	pp-dp	6927365581028796	6927365581704221	675425	33554432	131338240
19	dp-pp	6927366912030230	6927368215113669	1303083439	54534144	33554432
19	pp-dp	6927368228891909	6927370223014760	1994122851	33554432	525352960
19	dp-pp	6927372945483650	6927372945487426	3776	218136576	33554432
19	pp-dp	6927372952779313	6927372956220728	3441415	33554432	4
19	dp-pp	6927372956230552	6927372962086884	5856332	4	4
19	pp-dp	6927376234055774	6927376248522012	14466238	4	4
