iteration	parallelism_type	circuit_start_ts	circuit_end_ts	circuit_duration_ns	circuit_ranks	group_first_kernel_bytes	group_last_kernel_bytes
10	DP	-1484933816	-86401534	1398532282	[0, 4]	131334144	54534144
10	PP	-9823949	0	9823949	[0, 4, 8, 12]	33554432	33554432
10	DP	678909	1283163659	1282484750	[8, 12]	131338240	54534144
10	PP	2587777489	2606558702	18781213	[0, 4, 8, 12]	33554432	33554432
10	DP	4594560982	7288040413	2693479431	[8, 12]	525352960	218136576
10	PP	7288044381	7298383020	10338639	[0, 4, 8, 12]	33554432	33554432
10	DP	7297273171	7298748243	1475072	[8, 12]	4	4
10	DP	8573014900	10654607205	2081592305	[0, 4]	525336576	218136576
10	DP	10666686790	10666704518	17728	[0, 4]	4	4
10	PP	10792799571	10792808883	9312	[0, 4, 8, 12]	4	4
11	DP	10808612257	12229750898	1421138641	[0, 4]	131334144	54534144
11	PP	12310386769	12320374967	9988198	[0, 4, 8, 12]	33554432	33554432
11	DP	12321045176	13605437310	1284392134	[8, 12]	131338240	54534144
11	PP	14908271238	14927721010	19449772	[0, 4, 8, 12]	33554432	33554432
11	DP	16915438150	19737727723	2822289573	[8, 12]	525352960	218136576
11	DP	19748555554	19748565538	9984	[8, 12]	4	4
11	PP	19737740395	19748842396	11102001	[0, 4, 8, 12]	33554432	33554432
11	DP	21104259256	23129710961	2025451705	[0, 4]	525336576	218136576
11	DP	23140767032	23140792312	25280	[0, 4]	4	4
11	PP	23245598743	23245608215	9472	[0, 4, 8, 12]	4	4
12	DP	23261343429	24669199667	1407856238	[0, 4]	131334144	54534144
12	PP	24766342490	24777550477	11207987	[0, 4, 8, 12]	33554432	33554432
12	DP	24778228714	26021039157	1242810443	[8, 12]	131338240	54534144
12	PP	27361089896	27379022069	17932173	[0, 4, 8, 12]	33554432	33554432
12	DP	29368705884	32168718770	2800012886	[8, 12]	525352960	218136576
12	DP	32179940681	32179950569	9888	[8, 12]	4	4
12	PP	32168721009	32180340024	11619015	[0, 4, 8, 12]	33554432	33554432
12	DP	33559027574	35591593045	2032565471	[0, 4]	525336576	218136576
12	DP	35602550780	35602756379	205599	[0, 4]	4	4
12	PP	35684912496	35684921807	9311	[0, 4, 8, 12]	4	4
13	DP	35700677693	37156966691	1456288998	[0, 4]	131334144	54534144
13	PP	37202635574	37215704287	13068713	[0, 4, 8, 12]	33554432	33554432
13	DP	37216375100	38476360677	1259985577	[8, 12]	131338240	54534144
13	PP	39808487059	39826877356	18390297	[0, 4, 8, 12]	33554432	33554432
13	DP	41811853843	44470509684	2658655841	[8, 12]	525352960	218136576
13	DP	44481121994	44481131754	9760	[8, 12]	4	4
13	PP	44470511924	44481454880	10942956	[0, 4, 8, 12]	33554432	33554432
13	DP	45708057505	47733355088	2025297583	[0, 4]	525336576	218136576
13	DP	47744148821	47744810967	662146	[0, 4]	4	4
13	PP	47852330067	47852339284	9217	[0, 4, 8, 12]	4	4
14	DP	47868063393	49331841581	1463778188	[0, 4]	131334144	54534144
14	PP	49377297757	49388507809	11210052	[0, 4, 8, 12]	33554432	33554432
14	DP	49387440425	50678252436	1290812011	[8, 12]	131338240	54534144
