iteration	parallelism_type	circuit_start_ts	circuit_end_ts	circuit_duration_ns	circuit_ranks	group_first_kernel_bytes	group_last_kernel_bytes
14	PP	51982145759	52000490645	18344886	[0, 4, 8, 12]	33554432	33554432
14	DP	53986769286	56810616342	2823847056	[8, 12]	525352960	218136576
14	DP	56821434828	56821444588	9760	[8, 12]	4	4
14	PP	56810628502	56822147403	11518901	[0, 4, 8, 12]	33554432	33554432
14	DP	58044556144	60089626275	2045070131	[0, 4]	525336576	218136576
14	DP	60100894091	60100913963	19872	[0, 4]	4	4
14	PP	60159705484	60159714764	9280	[0, 4, 8, 12]	4	4
15	DP	60175572190	61563863619	1388291429	[0, 4]	131334144	54534144
15	PP	61679023062	61689574240	10551178	[0, 4, 8, 12]	33554432	33554432
15	DP	61690119175	62984083210	1293964035	[8, 12]	131338240	54534144
15	PP	64290989164	64308367313	17378149	[0, 4, 8, 12]	33554432	33554432
15	DP	66296653984	68961701788	2665047804	[8, 12]	525352960	218136576
15	DP	68972776275	68972786003	9728	[8, 12]	4	4
15	PP	68961703260	68973526732	11823472	[0, 4, 8, 12]	33554432	33554432
15	DP	70285133128	72372720615	2087587487	[0, 4]	525336576	218136576
15	DP	72383175161	72383829550	654389	[0, 4]	4	4
15	PP	72492433535	72492442879	9344	[0, 4, 8, 12]	4	4
16	DP	72508248141	73916506826	1408258685	[0, 4]	131334144	54534144
16	PP	74023844352	74034235927	10391575	[0, 4, 8, 12]	33554432	33554432
16	DP	74034754227	75348218645	1313464418	[8, 12]	131338240	54534144
16	PP	76653369050	76671558672	18189622	[0, 4, 8, 12]	33554432	33554432
16	DP	78657959223	81675731301	3017772078	[8, 12]	525352960	218136576
16	DP	81684281559	81684291383	9824	[8, 12]	4	4
16	PP	81675734949	81685554991	9820042	[0, 4, 8, 12]	33554432	33554432
16	DP	82910840126	84930326712	2019486586	[0, 4]	525336576	218136576
16	DP	84941007189	84941659262	652073	[0, 4]	4	4
16	PP	85059928380	85059937788	9408	[0, 4, 8, 12]	4	4
17	DP	85075586028	86467127601	1391541573	[0, 4]	131334144	54534144
17	PP	86611421355	86622025995	10604640	[0, 4, 8, 12]	33554432	33554432
17	DP	86621460272	87923338403	1301878131	[8, 12]	131338240	54534144
17	PP	89226848959	89245519413	18670454	[0, 4, 8, 12]	33554432	33554432
17	DP	91234067300	94255343544	3021276244	[8, 12]	525352960	218136576
17	DP	94265706445	94265716301	9856	[8, 12]	4	4
17	PP	94255356855	94266280559	10923704	[0, 4, 8, 12]	33554432	33554432
17	DP	95489390549	97503468863	2014078314	[0, 4]	525336576	218136576
17	DP	97515614912	97515634048	19136	[0, 4]	4	4
17	PP	97564214788	97564224163	9375	[0, 4, 8, 12]	4	4
18	DP	97579810899	98994178432	1414367533	[0, 4]	131334144	54534144
18	PP	99093279997	99103154099	9874102	[0, 4, 8, 12]	33554432	33554432
18	DP	99103828528	100412641101	1308812573	[8, 12]	131338240	54534144
18	PP	101718731494	101737763721	19032227	[0, 4, 8, 12]	33554432	33554432
18	DP	103726396891	106304347661	2577950770	[8, 12]	525352960	218136576
18	PP	106304351437	106316782318	12430881	[0, 4, 8, 12]	33554432	33554432
18	DP	106315410951	106316824062	1413111	[8, 12]	4	4
18	DP	107721845472	109759715256	2037869784	[0, 4]	525336576	218136576
18	DP	109770443393	109770636832	193439	[0, 4]	4	4
18	PP	109795328289	109795337697	9408	[0, 4, 8, 12]	4	4
19	DP	109810886801	111247161310	1436274509	[0, 4]	131334144	54534144
19	PP	111292887731	111304805161	11917430	[0, 4, 8, 12]	33554432	33554432
19	DP	111305478278	112634188672	1328710394	[8, 12]	131338240	54534144
19	PP	113937272111	113955425540	18153429	[0, 4, 8, 12]	33554432	33554432
19	DP	115945173202	118667642092	2722468890	[8, 12]	525352960	218136576
19	DP	118678379170	118678388994	9824	[8, 12]	4	4
19	PP	118667645868	118678724172	11078304	[0, 4, 8, 12]	33554432	33554432
19	DP	119905065457	121947855605	2042790148	[0, 4]	525336576	218136576
19	DP	121958097792	121958128032	30240	[0, 4]	4	4
19	PP	121958922780	121958951611	28831	[0, 4, 8, 12]	4	4
19	DP	121970680454	121970695494	15040	[8, 12]	4	4
19	DP	121972537609	121972557097	19488	[8, 12]	4	4
19	DP	121974122381	121974138029	15648	[0, 4]	4	4
19	DP	121974975113	121975006665	31552	[0, 4]	4	4
