iteration	window_type	wind_start_ts	wind_end_ts	wind_duration_ns	kernel_before_bytes	kernel_after_bytes
10	dp-pp	6927254214574679	6927254265304969	50730290	1003880448	67108864
10	pp-dp	6927254279904320	6927254280092765	188445	67108864	1003884544
10	dp-pp	6927255549891079	6927256867762065	1317870986	1003884544	67108864
10	pp-dp	6927256881423966	6927258873415068	1991991102	67108864	4015538176
10	dp-pp	6927261551895544	6927261552392823	497279	4015538176	67108864
10	pp-dp	6927261560275688	6927261563222004	2946316	67108864	4015521800
10	dp-pp	6927265067558892	6927265068355882	796990	4015521800	8
10	pp-dp	6927265069873490	6927265111654610	41781120	8	1003880448
11	dp-pp	6927266540042858	6927266585560532	45517674	1003880448	67108864
11	pp-dp	6927266599753602	6927266600383015	629413	67108864	1003884544
11	dp-pp	6927267851333856	6927269187128705	1335794849	1003884544	67108864
11	pp-dp	6927269201413201	6927271194232312	1992819111	67108864	4015538176
11	dp-pp	6927274019476791	6927274019533390	56599	4015538176	67108864
11	pp-dp	6927274026979873	6927274030370582	3390709	67108864	4015521800
11	dp-pp	6927277520315585	6927277521094623	779038	4015521800	8
11	pp-dp	6927277522124077	6927277558596347	36472270	8	1003880448
12	dp-pp	6927278942824963	6927279041530059	98705096	1003880448	67108864
12	pp-dp	6927279054638741	6927279055313554	674813	67108864	1003884544
12	dp-pp	6927280332854071	6927281639928910	1307074839	1003884544	67108864
12	pp-dp	6927281654411147	6927283647503260	1993092113	67108864	4015538176
12	dp-pp	6927286483550163	6927286483572281	22118	4015538176	67108864
12	pp-dp	6927286490725006	6927286494146100	3421094	67108864	4015521800
12	dp-pp	6927289959561991	6927289960434014	872023	4015521800	8
12	pp-dp	6927289961467259	6927289998263165	36795906	8	1003880448
13	dp-pp	6927291365572557	6927291477947026	112374469	1003880448	67108864
13	pp-dp	6927291491848485	6927291493164966	1316481	67108864	1003884544
13	dp-pp	6927292756699950	6927294088653091	1331953141	1003884544	67108864
13	pp-dp	6927294103040155	6927296091191475	1988151320	67108864	4015538176
13	dp-pp	6927298734180328	6927298734182599	2271	4015538176	67108864
13	pp-dp	6927298739060524	6927298742764629	3704105	67108864	4015521800
13	dp-pp	6927302127011595	6927302127789712	778117	4015521800	8
13	pp-dp	6927302129295519	6927302172411268	43115749	8	1003880448
14	dp-pp	6927303561243040	6927303652495967	91252927	1003880448	67108864
14	pp-dp	6927303667308466	6927303667470032	161566	67108864	1003884544
14	dp-pp	6927304924247768	6927306261050391	1336802623	1003884544	67108864
14	pp-dp	6927306276037875	6927308265624955	1989587080	67108864	4015538176
14	dp-pp	6927311080904676	6927311081416931	512255	4015538176	67108864
14	pp-dp	6927311088354362	6927311091799975	3445613	67108864	4015521800
14	dp-pp	6927314338688559	6927314434852964	96164405	4015521800	8
14	pp-dp	6927314436431713	6927314450784920	14353207	8	1003880448
15	dp-pp	6927315886913627	6927315954198114	67284487	1003880448	67108864
